Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_MLPC
instance_0,5,1,7,6,2,5,0,1,0,7,24,12,8,0
instance_0,3,6,34,13,5,1,4,2,0,74,29,74,1,0
instance_0,8,5,23,7,1,3,4,1,0,57,9,42,23,0
instance_0,8,4,22,1,1,1,4,2,0,83,4,5,24,0
instance_0,6,4,37,14,5,9,4,1,0,7,34,41,27,0
instance_0,2,0,33,8,4,5,2,2,0,75,2,98,24,0
instance_0,4,2,30,1,4,1,4,2,0,40,19,87,11,0
instance_0,8,6,17,14,2,7,3,3,0,7,34,92,6,0
instance_0,7,3,33,11,1,9,0,0,0,7,25,50,15,0
instance_0,8,3,1,1,1,1,1,3,0,30,27,87,3,0
instance_0,6,5,6,8,4,4,1,1,0,7,30,21,6,0
instance_0,3,4,9,2,3,2,4,1,0,6,15,59,2,0
instance_0,7,2,11,4,1,7,4,0,0,95,15,15,0,0
instance_0,8,4,34,14,5,1,3,0,0,95,21,32,27,0
instance_0,1,0,32,13,3,5,2,3,0,7,8,83,29,0
instance_0,7,5,38,11,1,11,2,0,0,7,38,94,30,0
instance_0,5,4,15,13,2,12,4,1,0,7,6,38,33,0
instance_0,4,0,15,0,1,1,4,2,0,32,36,21,38,0
instance_0,5,5,22,5,5,4,3,2,0,49,18,82,1,0
instance_0,4,3,25,2,2,10,4,3,0,7,36,38,9,0
instance_0,4,2,36,4,5,2,4,3,0,39,13,64,34,0
instance_0,5,3,30,2,4,7,3,2,0,7,11,28,35,0
instance_0,1,7,28,7,1,3,2,3,0,4,33,56,20,0
instance_0,3,3,15,0,0,3,2,1,0,27,30,96,28,0
instance_0,7,0,24,0,1,1,3,1,0,1,13,29,8,0
instance_0,2,5,27,12,5,1,3,1,0,33,18,66,8,0
instance_0,7,1,26,2,2,6,2,3,0,7,11,97,21,0
instance_0,8,2,34,7,3,12,1,3,0,7,13,58,25,0
instance_0,4,0,35,11,5,5,1,1,0,94,23,64,6,0
instance_0,6,5,22,5,0,2,2,2,0,7,8,46,0,0
instance_0,4,4,29,10,3,3,0,3,0,53,26,35,4,0
instance_0,7,2,6,9,1,4,4,3,0,22,20,15,13,0
instance_0,8,6,16,13,5,12,0,2,0,7,37,36,22,0
instance_0,6,2,37,13,0,4,3,1,0,7,21,74,14,0
instance_0,6,4,10,0,5,7,1,2,0,12,3,5,17,0
instance_0,7,4,22,8,4,1,2,3,0,67,10,29,2,0
instance_0,5,6,22,14,2,2,3,0,0,81,6,12,26,0
instance_0,5,0,28,0,5,5,2,3,0,8,37,60,8,0
instance_0,8,5,5,7,0,0,1,1,0,7,17,54,16,0
instance_0,6,1,15,14,1,8,0,2,0,7,14,86,17,0
instance_0,5,2,21,5,1,3,4,3,0,17,25,97,9,0
instance_0,2,6,25,5,3,1,2,2,0,36,2,98,28,0
instance_0,6,3,20,5,6,13,1,1,0,6,16,64,23,0
instance_0,6,6,9,3,2,1,1,2,0,7,7,18,28,0
instance_0,7,3,35,8,3,3,2,3,0,37,38,97,30,0
instance_0,6,0,25,2,1,8,1,1,0,7,34,82,35,0
instance_0,4,1,7,5,1,1,0,3,0,7,37,3,3,0
instance_0,6,6,11,4,4,1,4,1,0,26,29,38,19,0
instance_0,4,3,9,9,5,5,3,3,0,14,38,79,22,0
instance_0,2,6,31,3,4,9,0,0,0,46,11,61,12,0
instance_0,6,3,0,1,2,4,2,2,0,7,24,28,16,0
instance_0,4,2,7,2,0,4,1,0,0,7,20,71,14,0
instance_0,1,4,22,11,2,5,4,0,0,7,6,64,15,0
instance_0,8,6,28,9,5,12,1,0,0,7,14,32,25,0
instance_0,5,5,29,8,3,0,2,0,0,38,8,12,34,0
instance_0,5,2,34,7,1,11,4,0,0,75,29,67,36,0
instance_0,8,2,22,12,5,1,3,1,0,79,37,80,14,0
instance_0,4,2,37,1,3,2,0,2,0,53,20,70,28,0
instance_0,5,0,26,14,3,9,0,0,0,7,37,39,33,0
instance_0,4,6,10,8,3,7,4,2,0,7,22,77,0,0
instance_0,4,5,11,7,3,5,0,0,0,86,25,68,23,0
instance_0,2,3,3,5,5,1,3,3,0,7,6,32,4,0
instance_0,6,1,31,6,2,2,4,2,0,38,25,70,21,0
instance_0,6,3,17,3,3,1,3,3,0,41,4,92,9,0
instance_0,5,0,25,7,4,5,2,0,0,74,17,32,8,0
instance_0,2,1,34,14,5,1,0,0,0,80,14,87,21,0
instance_0,4,3,37,8,3,11,4,0,0,7,32,68,3,0
instance_0,5,4,25,7,2,0,3,1,0,63,0,31,12,0
instance_0,7,4,3,0,2,4,3,3,0,7,33,19,32,0
instance_0,8,4,25,0,2,0,3,0,0,23,20,58,2,0
instance_0,6,6,22,0,3,1,1,1,0,73,21,15,25,0
instance_0,4,0,7,10,1,0,3,1,0,7,17,46,6,0
instance_0,7,3,16,14,2,11,0,2,0,7,11,55,10,0
instance_0,2,2,17,6,5,6,3,2,0,86,6,71,15,0
instance_0,5,6,37,11,0,1,3,3,0,12,38,69,13,0
instance_0,1,5,36,0,3,1,1,1,0,7,29,58,15,0
instance_0,8,3,37,14,3,0,3,2,0,4,15,65,8,0
instance_0,2,5,31,8,5,0,3,1,0,18,36,18,34,0
instance_0,3,6,12,11,3,3,3,3,0,7,7,90,9,0
instance_0,2,1,7,0,1,11,2,0,0,7,11,61,18,0
instance_0,8,5,22,9,0,3,0,3,0,7,1,73,19,0
instance_0,4,4,34,8,4,12,2,2,0,7,5,84,18,0
instance_0,1,6,21,10,5,5,4,2,0,7,26,64,21,0
instance_0,8,3,15,0,2,1,0,2,0,4,24,45,30,0
instance_0,8,4,34,11,1,1,0,3,0,54,7,19,27,0
instance_0,2,3,17,0,2,0,2,1,0,2,0,96,13,0
instance_0,3,0,25,6,2,1,0,2,0,10,33,95,11,0
instance_0,3,6,22,5,6,13,4,0,0,88,11,88,11,0
instance_0,7,1,32,5,2,10,4,1,0,7,38,26,12,0
instance_0,6,0,6,8,3,4,1,0,0,7,26,84,38,0
instance_0,3,3,11,1,2,8,1,3,0,24,13,83,18,0
instance_0,3,2,23,11,5,7,4,3,0,7,7,3,26,0
instance_0,5,2,22,5,5,3,1,0,0,37,16,41,6,0
instance_0,6,4,22,14,5,4,0,2,0,15,18,82,3,0
instance_0,2,4,31,14,1,4,0,3,0,43,5,24,20,0
instance_0,2,0,13,14,1,5,1,0,0,7,18,30,3,0
instance_0,6,6,0,14,1,4,1,0,0,7,17,26,1,0
instance_0,4,4,29,7,3,4,2,2,0,31,25,8,37,0
instance_0,2,4,5,8,0,3,0,3,0,7,32,59,38,0
instance_0,8,5,34,0,1,0,0,3,0,9,32,30,1,0
instance_0,5,4,23,11,2,4,0,3,0,20,12,32,26,0
instance_0,3,4,32,9,2,0,2,0,0,44,20,40,27,0
instance_0,4,5,19,0,5,4,2,0,0,10,36,18,13,0
instance_0,2,0,0,7,4,0,3,2,0,7,2,80,11,0
instance_0,5,3,9,7,2,3,1,2,0,7,25,97,9,0
instance_0,5,5,33,4,5,4,0,0,0,5,5,57,2,0
instance_0,4,6,28,0,3,9,2,3,0,7,37,79,6,0
instance_0,3,6,30,8,2,6,3,2,0,7,7,92,10,0
instance_0,5,2,31,6,5,2,0,1,0,33,1,77,26,0
instance_0,2,1,28,0,5,3,3,3,0,91,37,45,34,0
instance_0,4,5,22,12,5,10,2,0,0,7,4,33,22,0
instance_0,8,5,21,2,1,6,4,0,0,7,37,72,37,0
instance_0,1,1,16,2,5,1,0,3,0,7,9,37,35,0
instance_0,6,5,24,12,0,0,3,3,0,77,10,55,27,0
instance_0,1,6,33,12,5,5,0,3,0,7,32,64,8,0
instance_0,2,2,30,7,5,7,4,0,0,7,2,93,6,0
instance_0,6,6,22,8,3,6,0,3,0,7,15,4,26,0
instance_0,5,0,36,3,3,0,3,3,0,84,11,15,24,0
instance_0,8,5,32,3,5,4,4,1,0,27,20,32,27,0
instance_0,8,5,10,11,2,5,0,2,0,7,10,58,5,0
instance_0,5,0,15,11,2,9,3,3,0,7,13,9,38,0
instance_0,2,2,11,10,2,4,3,2,0,14,27,1,2,0
instance_0,4,6,2,14,1,6,4,2,0,54,38,15,6,0
instance_0,5,4,16,0,3,4,1,2,0,56,37,29,11,0
instance_0,6,3,5,10,3,4,3,3,0,7,17,13,36,0
instance_0,3,2,33,9,3,3,2,1,0,1,11,48,21,0
instance_0,5,4,11,3,2,3,3,3,0,7,28,47,23,0
instance_0,4,1,23,12,1,0,4,1,0,23,17,97,11,0
instance_0,1,2,34,13,5,4,3,2,0,7,8,9,37,0
instance_0,7,2,5,10,1,11,2,2,0,7,0,59,15,0
instance_0,8,4,34,11,1,9,3,3,0,7,7,58,27,0
instance_0,7,6,32,7,0,1,0,2,0,7,25,29,11,0
instance_0,8,3,6,14,1,8,0,3,0,95,21,10,25,0
instance_0,6,4,27,12,5,1,4,0,0,16,27,60,7,0
instance_0,3,3,33,12,2,7,3,1,0,7,27,23,11,0
instance_0,5,2,34,8,4,7,1,0,0,7,20,38,12,0
instance_0,6,4,30,13,3,6,3,0,0,7,8,96,2,0
instance_0,4,6,27,12,5,5,4,3,0,52,28,8,9,0
instance_0,7,6,38,9,5,0,1,1,0,11,17,90,17,0
instance_0,7,5,29,13,5,12,1,0,0,7,9,38,38,0
instance_0,7,4,22,3,0,8,3,3,0,7,8,77,6,0
instance_0,5,3,19,11,5,5,4,0,0,67,25,3,25,0
instance_0,3,5,3,9,5,2,1,3,0,7,4,88,35,0
instance_0,6,5,22,11,5,6,0,2,0,7,18,58,17,0
instance_0,6,6,33,4,3,0,1,0,0,86,30,36,4,0
instance_0,5,1,38,8,1,7,0,3,0,7,10,53,12,0
instance_0,3,5,31,8,4,0,0,1,0,49,34,7,17,0
instance_0,5,2,7,0,1,2,0,0,0,7,16,27,1,0
instance_0,2,6,25,9,4,5,4,2,0,13,25,45,30,0
instance_0,8,5,20,7,2,8,1,2,0,7,31,11,24,0
instance_0,5,5,24,14,1,1,2,0,0,39,0,73,34,0
instance_0,3,5,17,0,3,9,0,2,0,7,13,40,38,0
instance_0,6,2,33,10,3,8,0,2,0,7,21,28,15,0
instance_0,7,2,26,14,5,4,4,2,0,21,18,36,31,0
instance_0,5,3,15,10,1,12,3,3,0,7,26,44,34,0
instance_0,8,5,28,12,0,1,4,0,0,7,25,92,23,0
instance_0,6,6,26,8,0,5,2,2,0,7,16,84,10,0
instance_0,4,2,31,12,4,8,1,1,0,49,25,16,14,0
instance_0,4,5,17,10,5,2,2,1,0,4,27,64,2,0
instance_0,4,1,29,2,3,3,0,1,0,76,37,16,36,0
instance_0,4,2,0,11,4,2,3,3,0,7,8,76,4,0
instance_0,7,4,8,2,2,5,3,2,0,7,14,7,7,0
instance_0,4,6,10,1,3,6,4,1,0,93,6,21,15,0
instance_0,3,6,20,14,5,10,0,1,0,7,8,74,24,0
instance_0,5,5,36,8,1,5,3,0,0,29,14,60,15,0
instance_0,1,2,4,2,0,3,5,0,0,91,3,91,21,0
instance_0,3,6,23,11,1,7,0,3,0,7,11,90,9,0
instance_0,6,4,28,14,0,1,4,0,0,7,25,61,3,0
instance_0,3,5,6,7,1,3,1,3,0,7,33,41,20,0
instance_0,3,2,11,1,6,10,2,2,0,79,15,20,17,0
instance_0,8,3,26,13,4,11,3,1,0,7,2,20,0,0
instance_0,2,5,16,2,0,4,4,3,0,53,18,47,26,0
instance_0,2,3,35,14,4,2,0,1,0,38,28,6,7,0
instance_0,8,3,20,6,1,9,3,0,0,7,37,39,35,0
instance_0,2,2,29,6,3,0,4,1,0,8,30,6,21,0
instance_0,1,4,29,8,2,2,0,1,0,7,3,86,2,0
instance_0,3,5,11,4,5,12,4,2,0,77,15,22,33,0
instance_0,3,1,34,12,2,6,1,2,0,13,10,5,27,0
instance_0,4,5,31,9,3,1,4,2,0,91,37,68,30,0
instance_0,5,0,21,4,4,12,4,2,0,7,3,35,15,0
instance_0,5,3,26,2,4,1,3,3,0,79,32,78,0,0
instance_0,5,0,15,12,0,3,3,1,0,7,29,9,0,0
instance_0,6,6,4,11,4,0,2,1,0,7,14,12,21,0
instance_0,5,2,0,4,2,1,3,2,0,7,37,41,6,0
instance_0,6,4,38,14,1,8,1,0,0,7,7,63,23,0
instance_0,6,5,18,1,5,8,3,1,0,18,18,18,15,0
instance_0,5,4,19,1,5,0,4,0,0,68,35,84,19,0
instance_0,6,0,35,1,1,5,1,2,0,73,34,21,21,0
instance_0,8,0,19,9,0,4,0,2,0,7,18,15,3,0
instance_0,2,5,37,4,1,1,2,0,0,96,2,84,11,0
instance_0,5,1,3,6,1,0,4,1,0,54,29,91,27,0
instance_0,4,1,29,7,1,5,4,2,0,80,36,32,16,0
instance_0,1,1,17,6,4,7,2,1,0,60,2,66,32,0
instance_0,5,0,19,14,1,12,0,3,0,7,5,50,33,0
instance_0,6,1,31,7,0,2,0,1,0,7,37,80,4,0
instance_0,5,4,29,13,5,1,3,2,0,89,9,30,17,0
instance_0,8,4,33,0,2,12,4,2,0,7,37,35,14,0
instance_0,8,5,10,1,1,4,0,2,0,7,32,6,12,0
instance_0,5,5,15,0,4,4,0,1,0,58,3,50,3,0
instance_0,3,4,9,14,3,1,4,0,0,7,35,15,6,0
instance_0,8,4,31,5,4,1,4,3,0,88,29,11,29,0
instance_0,6,1,17,4,1,9,4,1,0,7,37,25,3,0
instance_0,6,3,22,13,3,9,3,1,0,7,25,42,3,0
instance_0,2,2,35,3,3,6,0,0,0,7,33,74,10,0
instance_0,3,4,10,3,5,5,3,2,0,7,6,73,26,0
instance_0,6,5,7,11,2,1,3,2,0,7,16,9,7,0
instance_0,7,1,26,1,3,4,0,2,0,1,28,36,10,0
instance_0,8,3,10,5,3,4,2,1,0,7,38,55,31,0
instance_0,8,3,2,12,5,1,1,3,0,7,33,54,7,0
instance_0,7,5,18,4,1,0,0,1,0,87,25,74,37,0
instance_0,6,0,13,10,0,1,1,2,0,7,13,86,38,0
instance_0,6,0,10,9,1,2,4,2,0,7,29,95,17,0
instance_0,3,2,29,5,5,5,3,2,0,43,12,82,31,0
instance_0,1,3,18,12,2,2,4,1,0,7,11,98,30,0
instance_0,8,4,18,8,4,8,4,0,0,7,4,15,12,0
instance_0,1,6,30,10,2,5,4,1,0,28,25,49,27,0
instance_0,6,0,34,6,3,1,1,3,0,61,13,74,29,0
instance_0,3,1,33,10,3,6,4,1,0,7,16,9,31,0
instance_0,1,2,15,14,2,4,0,2,0,7,33,58,36,0
instance_0,4,5,6,14,4,3,4,2,0,58,21,83,28,0
instance_0,6,6,17,1,2,7,2,0,0,7,30,76,23,0
instance_0,7,6,35,6,3,11,4,0,0,7,29,19,12,0
instance_0,8,0,19,11,3,4,4,0,0,2,0,95,13,0
instance_0,6,1,31,10,1,3,0,1,0,23,18,78,37,0
instance_0,3,0,29,14,5,6,0,1,0,48,32,51,8,0
instance_0,4,0,11,4,3,4,3,2,0,1,4,19,15,0
instance_0,6,3,33,5,1,5,3,1,0,5,4,20,23,0
instance_0,3,5,1,13,3,2,0,1,0,7,11,47,9,0
instance_0,6,5,35,5,0,0,2,1,0,7,3,17,18,0
instance_0,8,0,16,9,4,1,0,3,0,37,2,64,6,0
instance_0,5,3,35,8,2,0,0,3,0,24,22,97,33,0
instance_0,8,3,25,3,2,7,1,1,0,7,28,79,27,0
instance_0,6,2,28,2,4,4,2,3,0,22,3,64,19,0
instance_0,3,4,4,13,5,1,2,2,0,7,9,97,17,0
instance_0,2,6,36,7,1,0,2,3,0,50,32,46,2,0
instance_0,2,5,28,8,1,0,1,0,0,64,27,51,38,0
instance_0,6,5,6,10,5,13,3,2,0,40,37,2,20,0
instance_0,6,5,30,12,5,0,4,1,0,68,21,59,15,0
instance_0,3,3,22,9,2,2,1,3,0,24,25,1,23,0
instance_0,6,2,31,10,2,4,3,3,0,42,31,79,15,0
instance_0,6,1,27,7,6,12,4,2,0,54,12,39,6,0
instance_0,4,3,15,7,6,13,1,1,0,30,15,30,15,0
instance_0,7,3,30,2,2,5,3,3,0,64,2,59,34,0
instance_0,3,3,34,0,3,4,4,0,0,75,11,98,38,0
