Instances,feature_age,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_DT
instance_0,0,0,0,0,0,0.099099099,0,0,0,0.066666667,0.090909091,0.102040816,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0,0.033333333,0.090909091,0.06122449,0.064516129,0.068181818,0.051724138,0,0
instance_0,0,0,0,0.333333333,0,0.072072072,1,0,0.5,0.066666667,0,0.06122449,0.064516129,0.068181818,0.051724138,0,0
instance_0,0,0.090909091,0.5,0,0,0.09009009,0,0,0,0.066666667,0.090909091,0.102040816,0.096774194,0.079545455,0.103448276,0,0
instance_0,0,0.090909091,0.5,0.666666667,0,0.09009009,0,0,0,0.066666667,0.090909091,0.102040816,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0,0,0,0,0.063063063,0,0,0,0.066666667,0,0.102040816,0.048387097,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,0,0.018018018,0,0,0,0,0.181818182,0.081632653,0.064516129,0.079545455,0.068965517,0.333333333,0
instance_0,0,0.363636364,0.5,0,0,0.36036036,0,0,0,0.1,0.090909091,0.102040816,0.080645161,0.090909091,0.086206897,0,0
instance_0,0,0,0,0,0,0.009009009,0,0,0.5,0,0,0,0.758064516,0.761363636,0.793103448,1,0
instance_0,0,0.181818182,0,0,0,0.081081081,0,1,0,0.066666667,0,0.06122449,0.048387097,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,0,0.081081081,0,0,0.5,0.066666667,0,0.040816327,0.064516129,0.056818182,0.068965517,0.333333333,0
instance_0,0,0,0,0,1,0.072072072,0,0,0,0.033333333,0,0.06122449,0.048387097,0.068181818,0.086206897,0,0
instance_0,0,0.090909091,0.5,0,0,0.09009009,0,0,0,0.066666667,0.090909091,0.081632653,0.080645161,0.068181818,0.086206897,0.333333333,0
instance_0,0,0,0,0.333333333,0,0.072072072,1,0,0,0.066666667,0,0.081632653,0.096774194,0.079545455,0.068965517,0,0
instance_0,0,0.272727273,0.5,0.333333333,0,0.342342342,0,0,0.5,0.033333333,0,0.102040816,0.080645161,0.079545455,0.068965517,0,0
instance_0,0,0,0,0,1,0.009009009,0,0,0,0,0,0.020408163,0,0.704545455,0.706896552,0.666666667,0
instance_0,0,0,0.5,0,0,0.09009009,1,0,0.5,0.066666667,0,0.06122449,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0,0.5,0,0,0.018018018,1,0,0,0,0.090909091,0.081632653,0.080645161,0.090909091,0.068965517,0,0
instance_0,0,0,0,0,0,0.054054054,1,0,0,0.066666667,0,0.06122449,0.064516129,0.056818182,0.068965517,0,0
instance_0,0,0,0.5,0,0,0.018018018,0,0,0.5,0,0.090909091,0.06122449,0.080645161,0.079545455,0.068965517,0,0
instance_0,0,0,0,0,0,0.09009009,1,0,0,0.066666667,0.090909091,0.081632653,0.080645161,0.090909091,0.086206897,0,0
instance_0,0,0,0,0,0,0.072072072,1,0,0,0.066666667,0.090909091,0.040816327,0.064516129,0.056818182,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0,0.066666667,0.090909091,0.081632653,0.080645161,0.079545455,0.068965517,0.333333333,0
instance_0,0,0,0,0,0,0.081081081,0,0,0,0.033333333,0,0.06122449,0.064516129,0.079545455,0.034482759,0,0
instance_0,0,0,0,0,0,0.054054054,0,0,0,0.033333333,0,0,0.032258065,0.022727273,0.034482759,0,0
instance_0,0,0,0.5,0,0,0.018018018,0,0,0,0,0,0.020408163,0.016129032,0.693181818,0.706896552,0.666666667,0
instance_0,0,0,0,0,0,0.018018018,0,0,0,0,0,0.020408163,0.758064516,0.761363636,0.775862069,1,0
instance_0,0,0,0,0,0,0.063063063,0,0,0,0.066666667,0,0.06122449,0.048387097,0.068181818,0.086206897,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.081081081,1,0,0,0.066666667,0.090909091,0.081632653,0.080645161,0.079545455,0.051724138,0,0
instance_0,0,0,0.5,0,0,0.072072072,0,0,0.5,0.066666667,0,0.102040816,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0.363636364,0.5,0.333333333,0,0.342342342,1,0,0,0.066666667,0,0.102040816,0.080645161,0.079545455,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.09009009,1,0,0,0.066666667,0.090909091,0.06122449,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0,0,0,0,0,0,0,0,0,0,0,0.758064516,0.761363636,0.75862069,0.333333333,0
instance_0,0,0,0,0,0,0.072072072,0,1,0.5,0.066666667,0,0.06122449,0.064516129,0.068181818,0.034482759,0,0
instance_0,0,0,0,0,1,0.072072072,0,1,0,0.066666667,0.090909091,0.06122449,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,0,0.09009009,1,0,0,0.1,0,0.06122449,0.064516129,0.079545455,0.068965517,0,0
instance_0,0,0,0,0.333333333,0,0.009009009,0,0,0.5,0,0,0,0.758064516,0.761363636,0.75862069,0.666666667,0
instance_0,0,0.090909091,0,0,0,0.09009009,0,0,0,0.066666667,0,0.102040816,0.112903226,0.079545455,0.086206897,0,0
instance_0,0,0.181818182,0.5,0,0,0.234234234,1,0,0,0.033333333,0,0.020408163,0.032258065,0.034090909,0.017241379,0,0
instance_0,0,0,0,0,0,0.09009009,1,0,0,0.1,0,0.06122449,0.080645161,0.068181818,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.072072072,0,1,0,0.066666667,0.090909091,0.06122449,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0.090909091,0,0,0,0.09009009,1,0,0,0.066666667,0.090909091,0.081632653,0.096774194,0.090909091,0.137931034,0,0
instance_0,0,0.363636364,0,0.333333333,0,0.36036036,0,0,0,0.066666667,0.090909091,0.102040816,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0,0,0.333333333,0,0.063063063,1,0,0,0.066666667,0,0.06122449,0.064516129,0.056818182,0.051724138,0,0
instance_0,0,0.090909091,0,0.333333333,0,0.09009009,0,0,0,0.1,0.090909091,0.102040816,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0,0,0,0,0.072072072,0,0,0,0.033333333,0.181818182,0.06122449,0.064516129,0.056818182,0.068965517,0,0
instance_0,0,1,0,0.333333333,0,0.099099099,1,0,0,0.1,0.090909091,0.06122449,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0,0.5,0,0,0.063063063,0,0,0,0.066666667,0,0.06122449,0.064516129,0.079545455,0.068965517,0.333333333,0
instance_0,0,0,0,0.333333333,0,0.081081081,0,0,0,0.033333333,0,0.06122449,0.064516129,0.068181818,0.051724138,0,0
instance_0,0,0,0,0,1,0.018018018,0,0,0,0,0,0.020408163,0.016129032,0.704545455,0.689655172,0.666666667,0
instance_0,0,0,0,0,0,0.018018018,0,1,0,0,0.090909091,0.06122449,0.064516129,0.079545455,0.068965517,0,0
instance_0,0,0.181818182,0,0,0,0.09009009,0,0,0,0.1,0.090909091,0.081632653,0.677419355,0.670454545,0.672413793,0.333333333,0
instance_0,0,0,0,0,0,0.009009009,1,0,0.5,0,0.090909091,0,0.016129032,0.704545455,0.706896552,0.666666667,0
instance_0,0,0,0,0,0,0.081081081,0,0,0.5,0.033333333,0.090909091,0.06122449,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0,0,0.333333333,0,0.072072072,0,0,0,0.066666667,0,0.020408163,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0,0,0,0,0.009009009,0,0,0,0,0,0,0.016129032,0.693181818,0.724137931,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.234234234,0,0,0,0,0,0.020408163,0.032258065,0.034090909,0.017241379,0,0
instance_0,0,0.181818182,0,0,0,0.09009009,1,1,0,0.066666667,0.090909091,0.081632653,0.096774194,0.090909091,0.068965517,0,0
instance_0,0,0.454545455,0.5,0.333333333,0,0.36036036,0,0,0,0.066666667,0.090909091,0.081632653,0.080645161,0.090909091,0.086206897,0.666666667,0
instance_0,0,0.181818182,0,0,1,0.081081081,0,0,0,0.066666667,0.090909091,0.102040816,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0,0,0,0,0.009009009,1,0,0,0,0,0,0,0.704545455,0.706896552,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0,0.066666667,0.090909091,0.081632653,0.112903226,0.102272727,0.086206897,0.333333333,0
instance_0,0,0.181818182,0,0,1,0.09009009,0,0,0,0.066666667,0.090909091,0.081632653,0.677419355,0.670454545,0.672413793,0.333333333,0
instance_0,0,0.181818182,0.5,0,0,0.225225225,0,0,0,0.033333333,0,0.020408163,0.032258065,0.034090909,0.034482759,0.333333333,0
instance_0,0,0.181818182,0,0,0,0.234234234,0,0,0,0.066666667,0,0.020408163,0.032258065,0.034090909,0.051724138,0.333333333,0
instance_0,0,0,0,0,0,0.09009009,1,1,0,0.033333333,0.090909091,0.081632653,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
instance_0,0,0,0,0,0,0.099099099,0,0,0,0.066666667,0.181818182,0.102040816,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0.181818182,0,0.333333333,0,0.09009009,0,0,0,0.033333333,0.090909091,0.081632653,0.096774194,0.090909091,0.086206897,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.072072072,0,0,0,0.1,0,0.06122449,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.072072072,0,0,0,0.066666667,0,0.081632653,0.080645161,0.090909091,0.068965517,0.333333333,0
instance_0,0,0,0,0.333333333,0,0.081081081,1,0,0,0.066666667,0,0.081632653,0.080645161,0.068181818,0.068965517,0,0
instance_0,0,0.181818182,0,0,0,0.081081081,0,0,0,0.066666667,0.090909091,0.102040816,0.080645161,0.079545455,0.086206897,0,0
instance_0,0,0.090909091,0,0,1,0.072072072,0,1,0,0.066666667,0,0.040816327,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.108108108,0,1,0,0.1,0.090909091,0.081632653,0.096774194,0.090909091,0.086206897,0.333333333,0
instance_0,0,0.181818182,0,0,0,0.081081081,0,0,0,0.066666667,0,0.06122449,0.064516129,0.068181818,0.051724138,0.333333333,0
instance_0,0,0.363636364,0.5,0.333333333,0,0.342342342,1,0,0.5,0.033333333,0,0.102040816,0.080645161,0.079545455,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.099099099,0,1,0,0.066666667,0.090909091,0.06122449,0.096774194,0.090909091,0.086206897,0.333333333,0
instance_0,0,0.181818182,0,0,0,0.081081081,1,0,0,0.066666667,0.090909091,0.081632653,0.064516129,0.079545455,0.068965517,0,0
instance_0,0,0,0,0,0,0.045045045,0,0,0.5,0.033333333,0,0.020408163,0.032258065,0.034090909,0.051724138,0,0
instance_0,0,0.090909091,0,0.666666667,0,0.09009009,0,0,0,0.066666667,0.090909091,0.102040816,0.080645161,0.090909091,0.086206897,0,0
instance_0,0,0.090909091,0,0,0,0.027027027,0,1,0,0.033333333,0,0.020408163,0.032258065,0.034090909,0.034482759,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.09009009,1,0,0,0.066666667,0.181818182,0.081632653,0.096774194,0.090909091,0.103448276,0,0
instance_0,0,0,0,0,0,0.063063063,0,0,0,0.066666667,0.090909091,0.06122449,0.080645161,0.056818182,0.051724138,0.333333333,0
instance_0,0,0.181818182,0,0,0,0.09009009,0,0,0,0.033333333,0,0.102040816,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0,0,0,0,0.009009009,1,0,0,0,0,0.040816327,0.016129032,0.704545455,0.706896552,0.666666667,0
instance_0,0,0,0.5,0,0,0.072072072,0,1,0,0.1,0,0.06122449,0.064516129,0.068181818,0.051724138,0,0
instance_0,0,0.181818182,0,0,0,0.234234234,0,0,0.5,0,0,0.020408163,0.032258065,0.034090909,0.034482759,0,0
instance_0,0,0,0,0,0,0.045045045,0,0,0.5,0,0,0.020408163,0.032258065,0.034090909,0.034482759,0,0
instance_0,0,0,0,0,0,0.081081081,0,0,0.5,0.066666667,0,0.06122449,0.064516129,0.068181818,0.034482759,0.333333333,0
instance_0,0,0.090909091,0,0.333333333,0,0.081081081,0,0,0,0.066666667,0.090909091,0.081632653,0.096774194,0.090909091,0.103448276,0.333333333,0
instance_0,0,0,0,0,0,0.027027027,0,0,0,0,0.181818182,0.06122449,0.080645161,0.090909091,0.068965517,0,0
instance_0,0,0,0,0,0,0.072072072,1,0,0.5,0.066666667,0,0.081632653,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0.181818182,0,0,0,0.234234234,1,0,0,0.033333333,0,0.020408163,0.032258065,0.045454545,0.051724138,0,0
instance_0,0,0,0.5,0,0,0.054054054,0,0,0,0.066666667,0,0.06122449,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0.272727273,0.5,0,0,0.234234234,0,0,0,0.033333333,0.090909091,0.020408163,0.032258065,0.034090909,0.034482759,0,0
instance_0,0,0,0,0,0,0.081081081,0,0,0,0.066666667,0,0.06122449,0.064516129,0.045454545,0.068965517,0.333333333,0
instance_0,0,0.090909091,0,0.333333333,0,0.09009009,0,0,0.5,0.066666667,0.181818182,0.081632653,0.096774194,0.090909091,0.086206897,0.333333333,0
instance_0,0,0,0,0,0,0.072072072,1,0,0,0.066666667,0,0.06122449,0.048387097,0.056818182,0.051724138,0,0
instance_0,0,0,0,0,0,0.081081081,0,1,0,0.066666667,0,0.06122449,0.048387097,0.068181818,0.086206897,0,0
instance_0,0,0.090909091,0,0,0,0.072072072,0,0,0,0.066666667,0,0.06122449,0.064516129,0.056818182,0.051724138,0.333333333,0
instance_0,0,0,1,0,0,0.072072072,0,0,0,0.066666667,0,0.06122449,0.080645161,0.068181818,0.068965517,0.333333333,0
instance_0,0,0,0,0,0,0.081081081,0,1,0,0.1,0,0.040816327,0.064516129,0.068181818,0.051724138,0,0
instance_0,0,0,0,0,0,0.081081081,1,0,0.5,0.066666667,0,0.06122449,0.096774194,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,1,0.072072072,0,0,0.5,0.033333333,0,0.040816327,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,0,0.009009009,0,0,0,0.033333333,0,0,0,0.704545455,0.706896552,0.333333333,0
instance_0,0,0.818181818,1,1,1,0.351351351,0,0,0.5,0.333333333,0.363636364,0.346938776,0.35483871,0.352272727,0.344827586,0.333333333,0
instance_0,0,0,0,0,0,0.072072072,1,0,0,0.066666667,0,0.06122449,0.064516129,0.068181818,0.051724138,0,0
instance_0,0,0,0,0.666666667,0,0.009009009,0,0,0.5,0,0,0,0.016129032,0.704545455,0.706896552,0.666666667,0
instance_0,0,0,0,0.333333333,1,0.081081081,1,0,0,0.066666667,0,0.06122449,0.048387097,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,0,0.036036036,0,0,0,0.033333333,0,0.020408163,0.032258065,0.022727273,0.017241379,0,0
instance_0,0,0,0,0,0,0.009009009,1,1,1,0.766666667,0.818181818,0.755102041,0.758064516,0.761363636,0.75862069,1,0
instance_0,0,0.090909091,0,0,0,0.09009009,0,0,0,0.033333333,0.090909091,0.040816327,0.096774194,0.079545455,0.086206897,0,0
instance_0,0,0,0,0,0,0.099099099,0,1,0,0.066666667,0,0.06122449,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0.181818182,0.5,0,0,0.234234234,0,1,0,0.033333333,0,0.020408163,0.032258065,0.034090909,0.034482759,0.333333333,0
instance_0,0,0,0,0,0,0.027027027,1,0,0,0.033333333,0,0.020408163,0.032258065,0.045454545,0.034482759,0.333333333,0
instance_0,0,0,0,0.333333333,0,0.054054054,0,0,0.5,0.033333333,0,0.020408163,0.032258065,0.034090909,0.034482759,0,0
instance_0,0,0,0,0,0,0.027027027,1,0,0,0,0.090909091,0.081632653,0.080645161,0.079545455,0.068965517,0,0
instance_0,0,0.090909091,0,0.333333333,0,0.09009009,0,0,0,0.066666667,0.090909091,0.102040816,0.096774194,0.090909091,0.120689655,0,0
instance_0,0,0,0,0,1,0.081081081,0,0,0,0.033333333,0,0.06122449,0.064516129,0.056818182,0.051724138,0,0
instance_0,0,0.090909091,0,0,0,0.072072072,0,1,0,0.1,0.090909091,0.06122449,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0,0.066666667,0.181818182,0.102040816,0.096774194,0.079545455,0.068965517,0,0
instance_0,0,0,0,0,0,0.072072072,0,0,0,0.066666667,0,0.102040816,0.048387097,0.056818182,0.068965517,0,0
instance_0,0,0,0,0.333333333,0,0.072072072,1,0,0,0.066666667,0,0.06122449,0.064516129,0.056818182,0.051724138,0,0
instance_0,0,0,0,0.333333333,1,0.072072072,0,0,0,0.033333333,0,0.06122449,0.064516129,0.079545455,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.081081081,1,1,0,0.066666667,0.181818182,0.081632653,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0.090909091,0.5,0,0,0.081081081,0,0,0,0.066666667,0.090909091,0.102040816,0.064516129,0.079545455,0.086206897,0,0
instance_0,0,0,0,0,0,0.081081081,0,0,0,0.066666667,0.090909091,0.102040816,0.096774194,0.102272727,0.086206897,0,0
instance_0,0,0,0,0,0,0.027027027,0,0,0,0.033333333,0,0.040816327,0.016129032,0.022727273,0.034482759,0,0
instance_0,0,0,0,0,0,0.072072072,1,0,1,0.066666667,0,0.06122449,0.048387097,0.068181818,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.072072072,0,0,0,0.1,0,0.081632653,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0.090909091,0.5,0,0,0.099099099,0,0,0,0.133333333,0.090909091,0.102040816,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0.090909091,0,0,1,0.09009009,1,0,0,0.1,0,0.081632653,0.096774194,0.090909091,0.086206897,0,0
instance_0,0,0.363636364,0.5,0.333333333,0,0.36036036,1,0,0,0.066666667,0.090909091,0.102040816,0.080645161,0.090909091,0.103448276,0,0
instance_0,0,0,0,0,0,0.072072072,0,0,0.5,0.066666667,0.090909091,0.06122449,0.048387097,0.068181818,0.068965517,0.333333333,0
instance_0,0,0,0,0,0,0.063063063,0,0,0.5,0.066666667,0,0.102040816,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0.090909091,0,0,1,0.09009009,1,0,0,0.066666667,0.090909091,0.081632653,0.080645161,0.090909091,0.103448276,0,0
instance_0,0,0,0,0,0,0.054054054,0,1,0,0.066666667,0,0.06122449,0.064516129,0.056818182,0.034482759,0,0
instance_0,0,0,0,0,1,0.018018018,0,0,0,0,0.090909091,0.102040816,0.096774194,0.079545455,0.068965517,0,0
instance_0,0,0,0,0.333333333,1,0.018018018,0,0,0,0,0,0.020408163,0.016129032,0.704545455,0.706896552,0.666666667,0
instance_0,0,0,0,0.333333333,0,0.072072072,0,0,0,0.033333333,0,0.081632653,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0.090909091,0.5,0.333333333,0,0.072072072,0,1,0,0.066666667,0,0.06122449,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,0,0.045045045,0,0,0,0,0,0.020408163,0.032258065,0.034090909,0.017241379,0,0
instance_0,0,0,0,0,0,0.072072072,0,0,0.5,0.033333333,0,0.081632653,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.09009009,0,1,0,0.066666667,0.090909091,0.081632653,0.080645161,0.068181818,0.086206897,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.072072072,0,0,0,0.066666667,0.090909091,0.081632653,0.096774194,0.102272727,0.086206897,0.333333333,0
instance_0,0,0.363636364,0.5,0.333333333,0,0.342342342,0,1,1,0.066666667,0,0.081632653,0.080645161,0.079545455,0.068965517,0.333333333,0
instance_0,0,0,1,0,0,0.072072072,0,0,0,0.033333333,0,0.06122449,0.064516129,0.068181818,0.086206897,0,0
instance_0,0,0,0,0.333333333,0,0.081081081,0,1,1,0.066666667,0,0.06122449,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0.5,0.066666667,0.090909091,0.06122449,0.096774194,0.090909091,0.086206897,0.333333333,0
instance_0,0,0,0,0,0,0.072072072,0,0,0,0.066666667,0,0.081632653,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.099099099,0,0,0.5,0.1,0.090909091,0.102040816,0.096774194,0.090909091,0.103448276,0,0
instance_0,0,0,0,0,1,0.063063063,0,0,0,0.033333333,0,0.06122449,0.048387097,0.068181818,0.068965517,0,0
instance_0,0,0,0,0.333333333,0,0.063063063,1,0,0,0.066666667,0,0.06122449,0.048387097,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,0,0.018018018,1,1,0,0,0.090909091,0.081632653,0.080645161,0.090909091,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,1,0,0.033333333,0.090909091,0.081632653,0.080645161,0.079545455,0.068965517,0.333333333,0
instance_0,0,0,0,0,0,0.099099099,0,1,0,0.066666667,0.090909091,0.06122449,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0,0.1,0.090909091,0.102040816,0.080645161,0.068181818,0.086206897,0,0
instance_0,0,0,0,0,0,0.072072072,1,0,0,0.1,0,0.081632653,0.064516129,0.056818182,0.068965517,0,0
instance_0,0,0,0,0,0,0.063063063,0,0,0,0.033333333,0,0.040816327,0.064516129,0.079545455,0.068965517,0,0
instance_0,0,0,0,0,0,0.027027027,0,0,0,0,0.090909091,0.06122449,0.080645161,0.079545455,0.086206897,0,0
instance_0,0,0.090909091,0,0,0,0.09009009,0,0,0,0.133333333,0.090909091,0.081632653,0.096774194,0.079545455,0.086206897,0.333333333,0
instance_0,0,0,0,0.333333333,0,0.009009009,0,0,0.5,0,0,0,0.741935484,0.761363636,0.75862069,1,0
instance_0,0,0.363636364,0.5,0.333333333,0,0.36036036,0,0,0,0.066666667,0.272727273,0.081632653,0.080645161,0.090909091,0.086206897,0.333333333,0
instance_0,0,0,0,0.333333333,0,0.081081081,0,0,0,0.033333333,0,0.040816327,0.048387097,0.068181818,0.068965517,0,0
instance_0,0,0,0,0,1,0.09009009,0,0,0,0.066666667,0,0.06122449,0.064516129,0.068181818,0.051724138,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.09009009,0,0,1,0.066666667,0.090909091,0.081632653,0.096774194,0.113636364,0.086206897,0,0
instance_0,0,0,0,0,1,0.072072072,0,0,0,0.066666667,0,0.081632653,0.048387097,0.068181818,0.068965517,0.333333333,0
instance_0,0,0,0,0.333333333,0,0.09009009,0,0,0.5,0.066666667,0.090909091,0.081632653,0.096774194,0.090909091,0.086206897,0.333333333,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0,0.033333333,0.181818182,0.102040816,0.080645161,0.079545455,0.068965517,0,0
instance_0,0,0.090909091,0,0,1,0.081081081,0,0,0,0.033333333,0,0.06122449,0.064516129,0.068181818,0.051724138,0,0
instance_0,0,0,0,0.333333333,0,0.081081081,1,0,0.5,0.066666667,0,0.06122449,0.064516129,0.068181818,0.068965517,0,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0,0.133333333,0,0.06122449,0.064516129,0.068181818,0.068965517,0.333333333,0
instance_0,0,0.818181818,1,1,1,0.810810811,1,1,0.5,0.633333333,0.636363636,0.632653061,0.629032258,0.636363636,0.637931034,0.666666667,0
instance_0,0,1,0,0,0,0.099099099,0,0,0,0.1,0.090909091,0.081632653,0.112903226,0.090909091,0.086206897,0.666666667,0
instance_0,0,0.090909091,0,0,0,0.081081081,0,0,0,0.033333333,0.090909091,0.06122449,0.064516129,0.068181818,0.086206897,0,0
