Instances,feature_age_range,feature_workclass,feature_age_workclass,feature_fnlwgt,feature_wgt_group,feature_wgtgroup_age,feature_education,feature_education_workclass,feature_marital_status,feature_age_marital_status,feature_occupation,feature_relationship,feature_race,feature_relationship_race,feature_race_capital_loss,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_RF
instance_0,4,2,6,14,1,5,5,7,2,6,5,2,1,3,15,36,14,36,14,0
instance_0,4,2,6,14,1,5,5,7,2,6,5,2,1,3,15,36,14,36,14,0
instance_0,4,2,6,14,1,5,5,7,2,6,5,2,1,3,15,36,14,36,14,0
instance_0,4,2,6,14,1,5,5,7,2,6,5,2,1,3,15,36,14,36,14,0
instance_0,4,2,6,14,1,5,5,7,2,6,5,2,1,3,15,36,14,36,14,0
instance_0,4,2,6,14,1,5,5,7,2,6,5,2,1,3,15,36,14,36,14,0
instance_0,4,2,6,14,1,5,5,7,2,6,5,2,1,3,15,36,14,36,14,0
instance_0,4,2,6,14,1,5,5,7,2,6,5,2,1,3,15,36,14,36,14,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,70,28,70,28,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,7,6,13,30,3,10,12,18,5,12,10,4,3,7,33,77,30,77,30,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,1,1,2,12,29,11,29,11,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,5,4,9,42,95,38,95,38,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,5,4,9,38,86,34,86,34,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,1,1,2,9,20,8,20,8,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,4,3,7,29,66,26,66,26,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,1
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,1,0,1,7,18,7,18,7,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,3,3,6,28,63,25,63,25,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,3,2,5,23,53,21,53,21,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,2,1,3,16,37,15,37,15,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,2,2,4,21,49,19,49,19,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,9,7,16,37,3,12,15,22,6,15,13,5,4,9,41,94,37,94,37,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,6,5,11,26,2,8,10,15,4,10,9,3,3,6,29,65,26,65,26,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
instance_0,7,5,12,28,2,9,11,16,4,11,9,4,3,7,31,71,28,71,28,0
