Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_RF
global,5,4,16,8,5,11,5,2,91,16,91,16,1
global,5,4,16,8,2,4,2,2,32,16,32,16,1
global,2,1,7,3,5,13,3,3,51,25,51,25,1
global,1,0,1,0,5,11,5,0,89,1,89,1,1
global,6,5,21,10,6,13,2,2,42,21,42,21,1
global,2,1,6,3,0,1,0,0,13,6,13,6,1
global,1,0,3,1,0,0,0,0,7,3,7,3,1
global,1,0,1,0,0,0,0,0,2,1,2,1,1
global,2,1,5,2,0,1,0,0,10,5,10,21,1
global,6,5,21,10,2,5,2,2,43,21,43,21,1
global,8,7,29,14,3,7,3,3,58,29,58,29,1
global,5,4,17,8,6,12,2,2,99,17,99,17,1
global,2,1,4,2,0,1,0,0,9,4,9,4,1
global,1,0,36,1,4,9,4,4,73,36,73,36,1
global,4,3,13,6,1,3,1,1,26,13,26,13,1
global,8,7,28,14,3,7,3,3,56,28,56,28,1
global,1,0,0,0,0,0,0,0,1,0,1,0,1
global,6,5,23,11,2,5,2,2,47,23,47,23,1
global,1,0,1,8,6,13,5,2,93,16,93,16,1
global,2,1,5,2,0,1,0,0,11,5,11,5,1
global,4,3,13,6,1,3,1,1,26,13,26,13,1
global,9,1,35,2,5,11,5,4,13,6,13,6,1
global,4,3,12,6,5,10,3,3,50,25,50,25,1
global,6,5,20,10,2,5,2,2,40,20,40,20,1
global,3,2,9,4,1,2,1,1,18,9,18,9,1
global,6,5,23,11,5,10,3,3,50,25,50,25,1
local,1,0,1,0,5,11,5,0,94,7,94,1,1
local,4,0,38,6,5,10,5,4,84,38,84,38,1
local,1,0,1,0,5,11,1,0,94,1,94,1,1
local,1,0,3,1,5,12,1,1,16,28,16,8,1
local,4,0,38,9,5,10,5,4,84,38,84,38,1
local,1,0,1,0,5,11,1,3,94,1,94,1,1
local,1,0,38,0,5,11,5,0,94,1,94,26,1
local,1,0,1,0,5,11,5,0,46,1,94,1,1
local,1,3,13,0,5,11,5,0,94,1,94,1,1
local,1,4,1,0,5,11,5,0,89,30,89,1,1
local,1,6,3,1,5,12,1,1,16,8,16,8,1
local,1,3,13,0,5,11,5,0,94,21,43,21,1
local,1,0,1,0,5,11,5,0,38,1,89,1,1
local,1,0,1,0,1,11,3,0,94,7,94,1,1
local,1,4,1,2,0,11,5,0,34,30,89,1,1
local,4,0,38,6,4,10,5,3,84,38,84,38,1
local,1,0,1,1,5,12,1,1,16,8,16,8,1
local,1,2,3,1,5,12,1,1,34,8,16,8,1
local,1,3,13,0,5,11,5,0,33,1,94,1,1
local,4,0,38,6,5,10,5,4,92,38,84,38,1
local,1,0,38,0,5,11,5,0,94,1,94,33,1
local,1,3,1,0,5,11,1,0,94,1,94,1,1
local,1,6,1,1,5,12,1,0,16,8,16,8,1
local,1,3,1,1,5,12,1,1,16,8,16,8,1
local,1,0,38,0,1,11,5,0,94,1,94,33,1
local,1,0,1,0,5,11,5,3,38,1,89,1,1
local,1,0,1,0,5,11,1,3,94,1,94,25,1
local,1,5,13,0,5,11,5,0,91,21,43,21,1
local,1,0,38,1,5,12,1,1,34,8,16,8,1
local,6,3,0,4,1,11,5,3,94,1,94,1,1
local,1,0,1,0,5,11,1,1,94,1,94,1,1
local,1,0,13,0,5,12,4,1,16,34,16,8,1
local,4,0,38,6,4,10,5,3,84,38,84,18,1
local,1,0,38,0,5,6,5,0,94,1,94,33,1
local,4,0,38,0,5,10,5,4,84,38,84,38,1
local,6,3,0,4,1,11,5,3,14,30,14,7,1
local,1,3,33,12,4,10,3,3,50,25,42,25,1
local,1,0,1,0,5,10,1,0,93,1,94,1,1
local,4,0,38,6,5,10,5,4,84,32,84,38,1
local,7,0,38,6,5,10,5,2,84,36,84,38,1
local,1,0,1,0,1,11,3,0,94,7,44,1,1
local,1,0,14,0,5,12,4,1,16,34,16,8,1
local,1,0,1,0,5,11,5,3,94,1,89,1,1
local,1,0,1,0,5,8,5,0,38,23,89,1,1
local,8,0,38,0,5,11,5,0,94,1,94,33,1
local,1,0,26,0,5,11,5,0,94,21,43,21,1
local,1,0,38,0,5,11,3,2,94,1,94,33,1
local,1,0,1,0,5,12,5,3,38,0,89,1,1
local,6,3,0,4,1,11,5,0,33,1,94,1,1
local,3,0,38,0,5,10,5,4,84,38,84,38,1
local,7,0,38,6,5,10,5,4,84,32,84,38,1
local,1,0,38,0,5,6,5,1,94,1,94,33,1
local,1,0,38,0,5,11,5,0,94,35,94,33,1
local,4,0,1,0,5,11,1,1,94,1,94,1,1
local,4,0,38,6,5,10,5,4,84,38,84,1,1
local,4,0,38,6,4,10,5,3,84,17,84,18,1
local,1,0,1,0,5,11,5,3,38,19,89,1,1
local,1,4,1,0,5,11,1,3,94,1,94,1,1
local,1,0,1,0,5,11,1,3,54,1,94,1,1
local,1,0,1,0,5,11,1,1,67,1,94,1,1
local,1,0,1,0,5,10,5,0,94,1,94,1,1
local,6,3,0,4,1,11,5,3,94,1,94,3,1
local,1,0,38,0,5,11,5,0,94,4,94,33,1
local,7,3,1,0,5,11,1,0,94,1,94,1,1
local,1,0,38,0,5,11,5,0,94,36,94,33,1
local,1,6,1,1,5,12,1,0,77,8,16,8,1
local,1,0,0,0,0,0,0,0,1,0,1,35,1
local,1,3,13,0,1,11,5,0,94,21,43,21,1
local,1,0,8,0,5,11,5,3,38,1,89,1,1
local,1,0,1,0,5,11,1,1,94,1,10,5,1
local,1,1,3,1,5,12,1,1,16,33,16,8,1
local,2,0,38,6,4,10,5,3,84,38,32,38,1
local,1,5,13,5,5,11,5,0,19,21,43,21,1
local,1,3,13,0,1,11,5,1,94,16,43,21,1
local,8,6,1,0,5,11,1,0,94,1,94,1,1
local,7,0,38,6,5,10,5,4,84,32,84,3,1
local,1,0,1,0,5,11,1,3,54,1,94,31,1
local,1,0,38,0,5,11,1,0,75,1,94,33,1
local,1,0,1,0,1,11,5,0,94,1,94,1,1
local,2,0,38,6,4,11,5,3,84,38,32,38,1
local,4,0,38,6,5,11,5,3,92,38,84,38,1
local,1,0,38,7,5,11,5,2,94,35,94,33,1
local,1,0,1,0,5,11,5,0,94,1,47,1,1
local,1,6,3,0,5,12,1,1,16,8,16,8,1
local,1,0,26,0,1,11,5,0,94,21,43,21,1
local,8,0,29,0,5,10,3,2,91,16,91,16,1
local,1,0,38,0,4,6,5,0,94,11,94,33,1
local,4,0,38,6,5,11,5,4,84,38,84,1,1
local,1,3,13,0,1,11,5,0,94,21,81,21,1
local,1,0,8,0,5,11,5,3,38,4,89,1,1
local,1,0,1,0,5,11,0,3,38,19,89,1,1
local,2,0,38,6,5,10,5,3,84,38,32,38,1
local,3,1,38,0,5,10,5,4,84,19,84,38,1
local,1,0,14,0,5,12,4,1,16,29,16,8,1
local,7,0,38,6,5,10,5,2,84,36,84,33,1
local,4,0,1,0,5,11,1,1,94,1,94,8,1
local,1,0,1,0,5,11,5,0,41,1,89,1,1
local,8,0,38,6,5,10,5,0,94,1,94,33,1
local,1,0,1,0,1,11,2,0,75,1,94,33,1
local,1,0,1,0,5,11,1,1,67,0,94,3,1
local,7,0,38,6,5,10,5,4,84,32,84,20,1
local,1,0,1,0,5,11,1,1,94,1,94,13,1
local,1,0,1,0,5,11,5,3,38,1,89,29,1
local,1,0,1,0,1,11,3,0,94,7,74,1,1
local,7,0,38,6,5,10,5,2,84,5,84,38,1
local,6,0,38,6,4,10,5,3,84,38,84,8,1
local,1,6,1,0,5,11,1,3,54,1,94,1,1
local,1,0,1,0,4,10,5,3,68,19,56,1,1
local,1,6,1,1,5,11,1,0,77,8,16,8,1
local,4,0,38,0,5,10,5,4,84,38,84,22,1
local,1,0,1,0,5,11,3,1,67,1,94,33,1
local,4,0,1,4,1,11,5,3,94,1,94,1,1
local,1,2,1,0,5,11,1,1,94,1,94,1,1
local,1,0,1,0,5,11,0,1,67,21,43,20,1
local,1,0,2,0,5,11,1,3,54,1,94,31,1
local,3,1,38,0,5,10,5,4,84,19,68,38,1
local,1,0,14,0,5,11,4,1,16,29,11,8,1
local,4,0,1,0,5,11,1,1,94,1,94,38,1
local,1,3,7,1,5,12,2,1,16,36,16,8,1
local,1,0,38,0,4,6,5,1,94,30,94,33,1
local,1,6,3,0,5,9,2,1,16,8,69,8,1
local,1,0,38,0,5,11,1,1,44,1,94,33,1
local,3,0,26,0,5,11,5,0,94,21,43,21,1
local,1,2,3,1,5,12,3,1,16,31,16,8,1
local,3,1,38,0,5,10,5,0,84,19,84,38,1
local,4,0,1,0,5,11,1,1,94,21,94,8,1
local,4,0,38,0,5,11,5,4,84,38,84,38,1
local,1,3,13,0,1,11,5,2,94,21,81,21,1
local,3,0,38,6,5,11,5,4,84,38,84,1,1
local,1,4,1,0,5,11,1,1,94,1,94,1,1
local,1,0,36,0,5,11,5,0,94,21,43,21,1
local,1,6,3,0,5,12,1,1,16,8,16,1,1
local,4,0,38,0,5,10,5,4,84,38,84,35,1
local,1,0,1,0,5,11,1,0,54,1,94,31,1
local,1,1,1,0,5,10,1,3,94,1,94,1,1
local,7,1,38,6,5,10,5,2,51,36,84,38,1
local,1,0,26,0,5,11,5,0,10,21,43,21,1
local,1,3,13,0,5,11,5,1,27,16,1,33,1
local,1,0,1,0,3,10,5,0,94,4,47,1,1
local,1,0,1,0,5,11,1,2,94,1,94,1,1
local,2,0,38,6,5,10,5,3,84,38,32,36,1
local,1,4,1,1,5,12,1,0,77,8,16,1,1
local,1,2,3,1,5,12,3,2,16,31,16,8,1
local,1,0,1,0,4,10,5,0,94,4,47,1,1
local,1,1,38,0,5,6,5,0,94,1,94,33,1
local,1,3,30,1,5,12,2,1,16,36,16,8,1
local,1,0,8,0,5,11,5,3,40,4,89,1,1
local,1,4,1,0,0,11,1,1,58,1,94,1,1
local,1,0,1,0,5,11,3,1,67,1,94,34,1
local,1,5,38,0,5,6,5,0,94,1,94,33,1
local,6,1,38,6,5,10,5,3,94,1,94,1,1
local,1,0,1,0,1,11,1,1,94,1,94,1,1
local,1,3,13,0,1,3,5,1,94,16,83,21,1
local,1,3,1,0,5,11,1,1,94,21,81,14,1
local,1,0,8,0,5,11,4,1,16,29,11,8,1
local,1,0,1,0,5,11,4,2,94,1,94,1,1
local,4,0,1,4,1,11,5,3,47,26,94,1,1
local,7,0,38,6,5,10,5,2,84,36,84,17,1
local,4,0,38,0,5,10,5,4,84,38,84,36,1
local,4,0,38,6,5,10,5,4,92,38,83,38,1
local,1,0,38,0,2,6,5,0,94,1,94,33,1
local,1,2,14,0,5,11,4,1,16,29,11,8,1
local,3,0,26,0,5,11,5,0,83,21,43,21,1
local,1,3,1,4,1,11,5,2,94,21,81,21,1
local,1,2,1,0,5,11,5,4,7,38,84,38,1
local,4,0,38,0,5,10,5,4,84,38,84,10,1
local,1,3,1,0,5,11,1,4,97,38,84,38,1
local,3,4,38,0,5,10,5,4,84,19,68,17,1
local,1,3,7,1,5,12,2,1,54,36,16,8,1
local,4,0,38,0,5,10,5,4,94,1,94,21,1
local,4,0,38,0,5,10,5,4,84,38,97,8,1
local,4,0,1,7,1,11,5,3,94,14,94,20,1
local,1,1,1,0,5,11,1,1,94,1,94,1,1
local,1,0,38,0,5,11,1,1,44,1,94,22,1
local,1,4,1,0,5,11,1,0,94,1,94,1,1
local,1,1,1,0,5,10,1,3,94,37,94,1,1
local,1,0,1,0,5,11,1,1,94,29,11,8,1
local,5,1,38,6,5,10,5,2,51,36,84,38,1
local,7,1,26,0,5,11,5,2,51,36,84,38,1
local,1,0,38,0,5,10,5,4,84,10,94,25,1
local,1,0,16,0,5,11,5,0,94,21,43,21,1
local,3,0,1,0,4,10,5,3,25,19,56,1,1
local,1,3,7,1,5,12,1,1,54,25,16,8,1
local,1,0,1,0,5,11,1,2,54,1,94,31,1
local,1,0,38,0,5,11,1,1,43,1,94,33,1
local,4,0,38,0,5,10,5,4,58,33,84,10,1
local,4,0,38,0,5,10,5,4,94,1,85,21,1
local,8,0,38,0,5,10,5,4,84,38,84,36,1
local,4,0,1,7,1,11,5,1,67,1,94,34,1
local,5,1,19,6,5,10,5,2,51,36,84,22,1
local,1,1,1,0,5,11,1,1,94,1,0,1,1
local,1,3,7,1,5,12,0,1,41,36,16,8,1
local,1,0,12,0,5,11,5,0,92,4,89,1,1
local,4,0,1,4,1,11,5,4,94,1,94,21,1
local,1,6,1,0,5,10,1,3,29,1,94,1,1
local,7,1,26,0,5,11,5,2,21,36,84,38,1
local,1,2,1,0,5,11,5,3,31,4,89,1,1
local,1,0,1,0,1,11,1,1,44,1,94,1,1
local,4,0,1,7,1,11,5,3,94,13,94,20,1
local,1,0,38,0,5,11,1,1,94,1,0,33,1
local,1,0,38,0,5,11,1,1,44,1,94,21,1
local,6,1,38,6,5,10,5,3,62,26,94,1,1
local,1,0,8,0,5,11,5,3,63,4,62,1,1
local,3,4,38,0,5,10,5,4,93,1,68,17,1
local,1,3,30,1,5,12,2,1,86,36,16,8,1
local,1,4,0,0,0,11,1,1,58,1,94,1,1
local,1,0,1,1,5,11,1,1,94,29,11,2,1
local,1,0,8,0,4,11,5,3,43,4,89,27,1
local,1,0,38,0,2,3,4,1,16,29,15,8,1
local,1,0,1,0,5,11,4,2,38,4,89,1,1
local,1,0,1,0,5,10,3,0,27,20,84,38,1
local,1,0,1,0,5,11,1,3,63,1,94,1,1
local,3,0,38,0,5,10,5,4,84,38,68,20,1
local,1,0,38,0,5,10,5,4,97,38,94,1,1
local,1,4,0,0,5,10,5,1,58,1,94,31,1
local,4,0,1,7,1,11,5,0,94,13,94,20,1
local,4,0,1,0,5,11,1,3,94,1,94,1,1
local,1,0,38,0,5,11,1,1,89,1,94,21,1
local,1,0,5,1,5,11,2,1,94,29,11,2,1
local,1,0,1,0,1,11,1,0,34,1,94,1,1
local,4,1,38,0,5,10,5,1,84,4,89,27,1
local,1,0,38,0,5,11,1,1,43,8,94,33,1
local,1,0,1,0,5,10,3,0,68,20,84,38,1
local,4,0,38,0,5,12,5,4,94,1,85,21,1
local,3,0,18,3,5,10,5,4,84,38,68,20,1
local,1,2,1,0,0,11,1,3,63,1,94,1,1
local,1,1,5,0,5,11,2,1,94,1,94,37,1
local,1,0,1,0,5,11,1,1,86,1,94,1,1
local,1,3,1,0,5,11,1,1,94,35,16,14,1
local,1,0,38,0,2,0,4,1,16,29,15,8,1
local,4,0,1,4,1,11,5,3,94,7,94,1,1
local,1,3,7,1,5,12,1,0,87,25,16,8,1
local,4,0,38,0,5,10,5,4,84,38,84,2,1
local,1,0,38,0,5,11,1,1,44,36,94,33,1
local,5,0,38,6,5,10,5,2,84,36,84,33,1
local,1,0,38,0,5,10,5,4,63,1,94,1,1
local,1,1,1,0,5,11,1,1,94,1,94,21,1
local,1,0,8,0,4,10,5,3,63,4,62,1,1
local,5,0,1,0,5,11,1,1,94,1,94,1,1
local,1,0,8,0,5,11,5,3,38,21,89,1,1
local,1,3,29,1,5,12,0,1,41,36,16,8,1
local,4,0,38,0,5,10,5,4,84,38,84,21,1
local,1,0,1,0,5,10,5,1,94,21,81,6,1
local,1,0,38,0,5,10,5,4,94,1,94,1,1
local,4,0,1,4,1,11,5,3,94,1,85,21,1
local,6,1,5,0,5,11,2,1,94,1,94,37,1
local,3,0,38,0,4,12,5,4,94,1,85,28,1
local,2,0,1,0,5,11,1,1,94,13,94,20,1
local,3,0,38,0,5,10,5,3,84,38,68,20,1
local,1,0,38,0,5,10,5,4,94,35,16,14,1
local,1,0,1,0,5,11,1,1,67,1,94,29,1
local,8,0,8,0,5,11,3,3,40,4,89,1,1
local,7,0,38,0,5,11,5,4,90,38,84,2,1
local,1,0,24,1,5,4,2,1,94,29,11,2,1
local,1,0,38,0,5,11,1,1,89,21,94,21,1
local,1,3,7,1,5,10,1,0,87,25,16,8,1
local,6,3,1,0,5,11,1,1,94,21,81,14,1
local,3,0,34,4,1,11,5,3,84,38,32,20,1
local,4,0,1,0,5,10,1,3,94,1,94,1,1
local,1,3,1,0,5,11,1,1,94,21,81,36,1
local,1,0,38,0,5,11,1,1,44,11,94,33,1
local,1,0,38,0,5,12,5,4,94,1,94,1,1
local,1,0,5,0,5,11,5,3,38,21,89,1,1
local,7,0,38,0,5,10,4,4,63,1,94,1,1
local,1,0,38,0,5,11,1,1,89,1,68,21,1
local,1,0,38,0,2,3,2,1,16,29,15,8,1
local,4,6,1,7,1,11,5,0,94,30,94,20,1
local,4,0,1,11,1,11,5,0,94,13,94,20,1
local,1,3,7,1,5,12,1,2,54,25,16,8,1
local,4,0,1,7,1,11,5,1,94,21,81,6,1
local,1,0,1,0,1,11,1,1,86,1,94,1,1
local,1,0,1,0,5,11,4,2,38,38,89,29,1
local,1,5,38,0,5,1,5,4,84,38,1,5,1
local,1,0,38,0,1,10,5,4,63,1,94,1,1
local,1,2,5,0,5,11,5,3,38,21,89,1,1
local,1,0,38,0,5,10,5,3,84,38,89,1,1
local,1,5,38,0,5,11,5,0,84,22,84,10,1
local,3,3,1,0,5,11,1,1,94,21,81,14,1
local,1,1,29,1,5,12,0,1,41,36,16,8,1
local,1,0,38,0,5,11,1,1,44,11,94,24,1
local,1,3,22,0,5,4,1,3,94,35,7,14,1
local,1,0,1,0,5,11,1,1,86,1,37,1,1
local,6,0,1,0,5,11,1,1,94,21,81,14,1
local,4,0,1,7,1,11,5,1,94,21,81,9,1
local,1,2,1,0,5,11,4,2,38,38,89,29,1
local,3,0,2,0,5,10,5,1,84,38,68,20,1
local,4,0,1,11,1,11,5,0,94,13,94,21,1
local,1,0,38,11,5,0,5,1,94,29,11,2,1
local,1,0,38,0,2,3,0,1,16,29,15,8,1
local,3,0,38,0,5,10,5,3,53,38,68,38,1
local,2,0,38,0,5,10,5,3,84,38,68,20,1
local,1,0,1,0,5,10,1,0,34,1,94,1,1
local,1,0,38,0,1,3,2,1,16,29,15,8,1
local,1,0,38,0,5,10,5,4,94,1,94,21,1
local,1,0,38,0,5,10,5,4,55,1,90,1,1
local,4,0,1,7,1,11,5,2,94,13,94,20,1
local,1,0,24,1,3,4,2,1,94,29,11,2,1
local,1,0,38,0,5,10,5,3,94,21,81,6,1
local,1,3,38,0,5,4,1,3,24,25,16,8,1
local,4,0,38,0,5,10,5,4,1,33,84,11,1
local,1,0,38,0,5,12,5,1,43,24,94,33,1
local,6,0,38,0,5,12,5,4,94,21,81,6,1
local,6,0,1,7,1,11,5,2,94,21,81,14,1
local,2,0,38,0,5,10,5,4,84,38,68,20,1
local,1,1,1,0,1,11,1,2,94,1,94,17,1
local,1,5,23,0,5,11,5,4,84,38,1,5,1
local,1,0,38,0,5,12,5,4,94,30,94,1,1
local,1,2,11,0,5,11,5,3,38,21,89,1,1
local,1,0,38,0,5,10,5,4,97,38,94,28,1
local,1,1,22,0,5,4,1,3,94,35,7,14,1
local,1,0,14,11,5,0,5,1,94,29,11,2,1
local,6,0,38,0,5,12,3,4,94,21,81,6,1
local,4,0,38,0,5,10,5,3,55,1,90,1,1
local,3,3,1,0,5,11,1,3,94,21,81,14,1
local,1,0,1,0,5,11,2,1,67,1,94,29,1
local,2,0,1,0,5,10,1,0,30,1,94,1,1
local,1,0,38,0,1,4,2,1,16,29,15,8,1
local,4,6,1,7,1,11,5,0,94,22,94,20,1
local,1,0,38,0,5,10,5,3,60,21,81,6,1
local,3,0,34,4,1,11,5,3,16,38,32,20,1
local,1,0,1,7,1,11,5,2,94,13,94,20,1
local,1,0,26,0,3,11,1,1,67,1,94,29,1
local,1,0,38,0,5,10,5,4,94,5,94,1,1
local,5,2,1,0,5,11,0,2,38,38,89,29,1
local,1,3,13,11,5,1,1,3,24,25,16,8,1
local,1,0,1,0,5,10,3,0,68,20,84,25,1
local,1,5,38,11,5,0,5,1,94,29,11,2,1
local,1,0,38,0,2,3,2,1,16,25,15,8,1
local,1,5,7,1,5,10,1,0,87,25,16,8,1
local,1,0,38,11,5,0,5,1,94,31,11,2,1
local,1,3,38,0,5,4,2,3,24,25,16,8,1
local,1,3,9,11,5,0,5,1,94,29,11,2,1
local,1,0,38,0,5,10,5,4,55,1,90,28,1
local,4,0,1,7,1,11,1,1,85,1,94,1,1
local,1,0,38,0,5,12,5,1,63,1,94,1,1
local,1,0,38,0,2,3,2,1,16,25,15,35,1
local,1,3,20,1,5,0,1,0,87,25,16,32,1
local,1,0,1,7,1,11,5,1,94,13,94,20,1
local,1,0,1,0,5,10,3,2,94,1,94,17,1
local,6,1,5,0,5,11,2,1,94,9,94,37,1
local,1,0,1,7,1,11,5,2,94,31,94,20,1
local,1,0,30,0,5,10,5,3,60,25,16,8,1
local,1,3,13,11,1,1,1,0,24,25,16,8,1
local,1,2,5,0,5,9,5,3,38,21,89,1,1
local,1,3,38,10,5,11,0,2,24,25,16,8,1
local,7,0,26,0,5,11,1,2,67,1,94,29,1
local,6,0,22,0,5,12,5,4,47,21,81,6,1
local,1,3,7,1,5,2,1,0,87,28,16,8,1
local,1,0,28,0,5,11,0,2,16,10,15,25,1
local,1,5,18,0,1,11,5,4,84,38,1,5,1
local,4,0,5,0,5,11,5,4,84,38,84,10,1
local,1,1,1,0,3,11,1,2,94,1,94,17,1
local,6,0,38,0,5,12,3,4,94,12,81,6,1
local,1,3,35,11,5,6,5,1,94,29,11,2,1
local,1,0,38,11,5,1,1,3,16,34,15,8,1
local,1,2,11,1,5,11,5,3,38,21,9,1,1
local,2,3,9,11,5,0,5,1,94,29,11,2,1
local,1,5,21,0,5,11,5,4,84,38,1,5,1
local,1,1,38,11,5,0,5,1,94,31,9,7,1
local,1,0,1,0,5,10,5,3,68,20,84,25,1
local,1,2,7,1,5,10,1,0,87,25,16,8,1
local,1,3,38,0,5,4,3,3,24,25,16,8,1
local,4,6,1,13,1,11,5,0,40,22,94,20,1
local,6,0,36,0,5,12,5,4,94,21,81,6,1
local,4,0,38,0,5,10,5,3,84,38,89,1,1
local,1,3,13,11,5,1,4,3,24,6,16,8,1
local,4,0,1,13,1,11,5,1,94,21,81,3,1
local,1,5,38,0,5,1,5,4,84,37,1,5,1
local,1,0,26,0,5,11,2,1,67,29,94,29,1
local,1,6,7,1,5,12,3,0,42,25,16,8,1
local,1,3,7,1,5,6,1,0,87,25,16,8,1
local,6,1,5,0,5,11,2,1,76,1,94,37,1
local,1,0,38,11,5,0,5,1,20,31,11,2,1
local,1,0,26,0,5,10,5,3,60,21,91,6,1
local,1,3,13,11,5,1,2,3,24,25,16,24,1
local,2,0,38,0,5,10,5,4,47,38,68,20,1
local,1,0,11,0,5,10,5,3,87,21,81,6,1
local,1,0,38,0,5,10,5,4,75,1,90,31,1
local,1,3,32,1,5,10,1,0,87,25,16,29,1
local,1,0,1,7,1,11,0,0,94,10,84,8,1
local,1,5,21,8,5,11,5,4,84,38,1,5,1
local,2,0,38,0,5,10,5,4,47,26,68,20,1
local,1,0,38,11,5,4,5,1,20,31,11,2,1
local,1,0,38,0,5,8,5,4,94,30,89,1,1
local,1,2,5,0,5,6,5,3,38,21,89,1,1
local,4,6,1,9,1,11,5,0,40,22,94,8,1
local,6,1,5,0,5,9,2,1,76,1,94,37,1
local,1,3,7,1,5,11,1,0,87,25,16,8,1
local,1,3,0,1,5,2,1,0,87,28,16,8,1
local,1,0,11,0,5,10,5,3,87,26,81,6,1
local,6,0,1,0,5,11,0,1,38,38,89,29,1
local,1,5,38,0,5,1,5,4,84,37,1,7,1
