Instances,feature_age_range,feature_workclass,feature_age_workclass,feature_fnlwgt,feature_wgt_group,feature_wgtgroup_age,feature_education,feature_education_workclass,feature_marital_status,feature_age_marital_status,feature_occupation,feature_occupation_race,feature_relationship,feature_race,feature_relationship_race,feature_race_capital_loss,feature_capital_gain,feature_age_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,feature_native_country_race,algo_RF
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,95,104,38,95,38,47,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,8,6,14,34,3,11,13,19,6,14,12,16,5,4,9,38,86,94,34,86,34,43,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,2,1,3,8,0,2,3,4,1,3,2,3,1,1,2,9,20,22,8,20,8,10,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,4,2,6,14,1,5,5,7,2,6,9,12,4,3,7,29,66,70,26,66,26,33,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,1
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,2,1,3,7,0,2,2,3,1,3,2,2,1,0,1,7,18,20,7,18,7,8,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,63,69,25,63,25,31,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,53,58,21,53,21,26,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,4,3,7,15,1,5,6,9,2,6,5,6,2,1,3,16,37,41,15,37,15,18,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
instance_0,5,3,8,19,1,6,7,10,3,8,6,8,2,2,4,21,49,54,19,49,19,23,0
