Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_Decision_tree_standard_unfair
instance_0,4,3,15,6,2,5,2,1,0,38,15,38,15,0
instance_0,3,2,10,4,1,3,1,1,0,26,10,26,10,0
instance_0,6,3,16,6,2,5,2,2,0,40,16,40,16,0
instance_0,4,3,17,6,3,6,2,2,0,42,17,42,17,0
instance_0,9,7,37,15,6,13,5,4,0,94,37,94,37,0
instance_0,4,3,16,6,2,5,2,2,0,41,16,41,16,0
instance_0,5,3,19,7,3,6,2,2,0,47,19,47,19,0
instance_0,3,2,12,4,2,4,1,1,0,31,12,31,12,0
instance_0,5,4,22,8,3,7,3,2,0,55,22,55,22,0
instance_0,4,3,17,7,3,6,2,2,0,44,17,44,17,0
instance_0,9,7,36,14,6,12,5,4,0,92,36,92,36,0
instance_0,6,4,24,9,4,8,3,3,0,62,24,62,24,0
instance_0,5,3,18,7,3,6,2,2,0,45,18,97,38,0
instance_0,4,2,14,5,2,4,2,1,0,35,14,35,14,0
instance_0,5,3,18,7,3,6,2,2,0,46,18,46,18,0
instance_0,9,7,38,15,6,13,5,4,0,96,38,96,38,0
instance_0,3,2,10,4,1,3,1,1,0,27,10,27,10,0
instance_0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
instance_0,4,3,17,7,3,6,2,2,0,44,39,97,39,0
instance_0,2,1,5,2,0,1,0,0,0,14,5,14,5,0
instance_0,3,1,9,3,1,3,1,1,0,24,9,24,9,0
instance_0,1,0,1,0,0,0,0,0,0,2,1,2,1,0
instance_0,9,7,37,15,6,13,5,4,0,94,37,1,0,0
instance_0,5,4,21,8,3,7,3,2,0,52,21,52,21,0
instance_0,1,0,3,1,0,1,0,0,0,8,3,8,3,0
instance_0,9,7,27,11,4,9,4,3,0,69,27,69,27,0
instance_0,2,1,7,3,1,2,1,0,0,19,7,19,7,0
instance_0,8,6,32,13,5,11,4,4,0,82,32,82,32,0
instance_0,9,7,35,14,6,12,5,4,0,88,35,88,35,0
instance_0,2,6,30,12,5,10,4,3,0,77,30,77,30,0
instance_0,9,7,38,15,6,13,5,4,0,95,38,95,38,0
instance_0,7,5,28,11,5,10,4,3,0,72,28,72,28,0
instance_0,6,4,23,9,4,8,3,2,0,59,23,59,23,0
instance_0,8,6,31,12,5,10,4,3,0,78,31,78,31,0
instance_0,3,2,13,5,2,4,1,1,0,33,13,33,13,0
instance_0,6,4,24,9,4,8,3,1,0,34,13,34,13,0
instance_0,8,6,33,13,5,11,5,4,0,84,33,84,33,0
instance_0,6,4,22,9,3,7,3,2,0,57,22,57,22,0
instance_0,3,2,10,4,1,3,1,1,0,25,10,25,10,0
instance_0,9,7,37,14,6,13,5,4,0,92,37,92,37,0
instance_0,6,4,24,9,4,8,3,3,0,60,24,60,24,0
instance_0,1,0,0,0,0,0,4,3,0,75,30,75,30,0
instance_0,6,4,23,9,4,8,3,2,0,58,23,58,23,0
instance_0,8,6,34,13,5,11,5,4,0,85,34,85,34,0
instance_0,8,6,32,13,5,11,4,4,0,81,32,81,13,0
instance_0,9,7,39,15,6,13,5,4,0,99,39,99,39,0
instance_0,7,5,27,10,4,9,4,3,0,67,27,67,27,0
instance_0,1,0,1,0,0,0,0,0,0,3,1,3,1,0
instance_0,2,1,6,2,1,2,0,0,0,15,6,15,6,0
instance_0,3,1,8,3,1,3,1,1,0,22,8,22,8,0
instance_0,1,0,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,4,1,0,1,0,0,0,10,4,10,4,0
instance_0,8,6,34,13,6,12,5,4,0,85,34,85,34,0
instance_0,4,3,17,7,3,6,2,2,0,43,17,43,17,0
instance_0,2,1,8,3,1,2,1,1,0,20,8,20,8,0
instance_0,9,7,37,3,1,2,1,1,0,21,8,21,8,0
instance_0,7,5,29,11,5,10,4,3,0,74,29,74,29,0
instance_0,8,0,2,0,0,0,0,0,0,5,2,5,2,0
instance_0,7,5,28,11,5,10,4,3,0,71,28,71,28,0
instance_0,9,7,37,15,6,13,5,4,0,93,37,93,37,0
instance_0,2,1,6,2,1,2,0,0,0,16,6,16,6,0
instance_0,9,7,38,15,6,13,5,4,0,97,38,97,38,0
instance_0,4,3,16,6,2,5,2,2,0,42,16,42,16,0
instance_0,5,4,20,8,3,4,1,1,0,31,12,31,12,0
instance_0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
instance_0,7,5,28,11,5,10,4,0,0,19,7,19,7,0
instance_0,8,6,33,13,5,11,4,4,0,82,33,82,33,0
instance_0,8,6,31,12,5,10,4,3,0,77,31,77,31,0
instance_0,1,0,2,1,0,0,0,0,0,6,2,6,23,0
instance_0,6,4,22,8,3,7,3,2,0,55,22,55,22,0
instance_0,6,5,25,10,4,8,3,3,0,64,25,64,25,0
instance_0,3,1,9,3,1,3,1,1,0,23,9,23,9,0
instance_0,6,4,22,8,3,7,3,2,0,56,22,56,22,0
instance_0,7,6,30,12,5,10,4,3,0,76,30,76,30,0
instance_0,9,7,37,14,6,13,5,4,0,93,37,93,37,0
instance_0,7,6,30,1,0,1,0,0,0,8,3,8,3,0
instance_0,3,2,12,4,2,4,1,1,0,30,12,30,12,0
instance_0,1,0,0,13,6,12,5,4,0,86,34,86,34,0
instance_0,2,1,6,2,1,2,1,0,0,17,6,17,6,0
instance_0,5,4,21,8,3,7,3,2,0,53,21,60,24,0
instance_0,6,5,25,10,4,9,3,3,0,64,25,64,25,0
instance_0,1,0,2,0,0,0,0,0,0,6,2,6,2,0
instance_0,7,5,27,10,4,9,4,3,0,68,27,68,27,0
instance_0,9,7,35,14,6,12,5,4,0,89,35,89,35,0
instance_0,4,2,13,5,2,4,1,1,0,23,9,23,9,0
instance_0,3,2,13,5,2,4,1,1,0,32,13,32,13,0
instance_0,2,0,4,1,0,1,0,0,0,11,4,11,4,0
instance_0,1,0,3,1,0,1,0,0,0,9,3,9,3,0
instance_0,8,6,33,13,5,11,5,4,0,83,33,83,33,0
instance_0,1,0,0,0,0,0,0,0,0,5,2,5,2,0
instance_0,1,0,1,0,0,0,0,0,0,5,2,5,2,0
instance_0,4,3,15,6,2,5,2,1,0,37,15,37,15,0
instance_0,5,4,21,8,3,7,3,2,0,53,21,53,21,0
instance_0,1,0,3,1,0,1,0,0,0,7,3,7,3,0
instance_0,9,7,35,14,6,12,5,4,0,88,35,88,17,0
instance_0,5,4,20,8,3,7,3,2,0,52,20,52,20,0
instance_0,8,6,34,13,6,12,5,4,0,87,34,87,34,0
instance_0,6,4,24,9,5,10,4,3,0,78,31,78,31,0
instance_0,8,6,32,12,5,11,4,4,0,81,32,81,32,0
instance_0,8,6,32,13,5,11,4,4,0,81,32,81,32,0
instance_0,4,3,15,6,2,5,2,1,0,38,37,92,37,0
instance_0,5,4,21,8,3,7,3,2,0,77,31,77,31,0
instance_0,3,2,11,4,1,3,1,1,0,28,11,28,11,0
instance_0,4,3,15,6,2,5,2,1,0,38,15,32,12,0
instance_0,4,2,13,5,2,4,2,1,0,34,13,34,13,0
instance_0,9,7,38,15,6,13,5,4,0,92,37,92,37,0
instance_0,7,5,28,11,4,9,4,3,0,71,28,71,28,0
instance_0,2,1,8,3,1,3,1,1,0,21,8,21,8,0
instance_0,7,5,28,6,2,5,2,1,0,37,15,37,15,0
instance_0,7,5,27,11,4,9,4,3,0,68,27,68,27,0
instance_0,1,0,1,0,0,0,0,0,0,89,35,89,35,0
instance_0,5,3,19,7,3,6,2,2,0,66,26,66,26,0
instance_0,7,5,26,10,4,9,4,3,0,67,26,67,26,0
instance_0,7,6,30,12,5,10,4,3,0,77,30,77,30,0
instance_0,6,4,23,9,4,8,3,2,0,58,23,71,28,0
instance_0,6,7,35,14,6,12,5,4,0,88,35,88,35,0
instance_0,2,1,6,2,1,2,1,0,0,16,6,16,6,0
instance_0,8,6,32,12,5,11,5,4,0,84,33,84,33,0
instance_0,8,6,32,12,5,7,3,2,0,53,21,53,21,0
instance_0,4,3,15,6,2,7,3,2,0,54,21,54,21,0
instance_0,4,2,14,5,2,5,2,1,0,37,14,37,14,0
instance_0,3,1,9,3,1,3,1,0,0,17,6,17,6,0
instance_0,4,3,15,6,2,4,1,1,0,30,12,30,12,0
instance_0,3,2,0,0,0,0,0,0,0,1,0,1,0,0
instance_0,7,6,31,12,5,10,4,3,0,77,31,77,31,0
instance_0,9,7,39,15,6,13,0,0,0,2,0,2,0,0
instance_0,2,1,7,2,1,2,1,0,0,17,7,17,7,0
instance_0,9,7,37,14,6,12,5,4,0,92,37,92,37,0
instance_0,8,6,32,13,5,11,4,4,0,81,32,82,32,0
instance_0,4,7,37,14,6,13,5,4,0,93,37,93,37,0
instance_0,4,3,17,6,2,5,2,2,0,42,17,14,5,0
instance_0,2,1,5,2,0,1,0,0,0,13,5,13,5,0
instance_0,4,2,13,5,2,4,2,1,0,34,1,4,1,0
instance_0,2,3,19,7,3,6,2,2,0,48,19,48,19,0
instance_0,5,3,16,6,2,5,2,2,0,40,16,40,16,0
instance_0,2,1,8,3,1,3,1,1,0,22,8,22,8,0
instance_0,3,5,26,10,4,9,3,3,0,65,26,65,26,0
instance_0,6,5,36,14,6,12,5,4,0,90,36,90,36,0
instance_0,5,3,17,7,3,6,2,2,0,44,17,44,17,0
instance_0,7,4,20,8,3,7,3,2,0,50,20,50,20,0
instance_0,6,5,25,10,4,8,3,3,0,62,25,62,25,0
instance_0,3,1,9,3,1,3,1,1,0,23,9,23,19,0
instance_0,3,1,9,3,1,3,1,1,0,22,9,22,9,0
instance_0,1,0,1,0,5,10,4,3,0,77,31,77,31,0
instance_0,8,6,31,12,5,11,4,3,0,78,31,78,31,0
instance_0,9,7,38,15,6,13,5,4,0,91,36,91,36,0
instance_0,7,5,26,10,4,9,4,3,0,66,26,66,26,0
instance_0,8,6,32,13,5,7,3,2,0,55,22,55,22,0
instance_0,2,1,8,14,6,12,5,4,0,87,35,87,35,0
instance_0,7,2,11,4,2,4,1,1,0,29,11,29,11,0
instance_0,7,6,30,12,5,1,0,0,0,8,3,8,3,0
instance_0,3,2,12,5,2,4,1,1,0,32,12,32,33,0
instance_0,2,1,6,2,1,2,0,2,0,46,18,46,18,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,18,7,0
instance_0,4,2,14,5,2,5,2,1,0,37,14,73,29,0
instance_0,9,7,12,4,2,4,1,1,0,31,12,31,12,0
instance_0,3,2,11,4,2,4,1,1,0,29,36,90,36,0
instance_0,2,1,5,2,0,9,3,3,0,66,26,66,26,0
instance_0,3,2,10,4,1,3,1,1,0,25,10,25,2,0
instance_0,9,7,37,15,6,13,5,4,0,59,23,59,23,0
instance_0,7,5,28,11,5,10,4,3,0,72,16,40,16,0
instance_0,4,3,17,6,3,6,2,2,0,42,13,34,13,0
instance_0,8,6,32,13,2,5,2,2,0,41,16,41,16,0
instance_0,8,4,20,8,3,7,3,2,0,51,20,51,20,0
instance_0,6,4,30,12,5,10,4,3,0,76,30,76,30,0
instance_0,1,0,4,1,0,1,0,0,0,11,4,11,4,0
instance_0,5,4,21,8,3,12,5,4,0,86,34,86,34,0
instance_0,4,5,27,11,4,9,4,3,0,69,27,69,27,0
instance_0,2,1,7,7,3,6,2,2,0,45,18,45,18,0
instance_0,2,6,31,12,5,10,4,3,0,78,31,78,31,0
instance_0,5,3,18,7,0,0,0,0,0,7,2,7,2,0
instance_0,2,1,6,2,3,6,2,2,0,43,17,43,17,0
instance_0,3,2,12,5,2,4,1,1,0,32,12,32,12,0
instance_0,9,7,39,15,6,13,5,4,0,97,39,97,39,0
instance_0,5,4,27,11,4,9,4,3,0,69,27,69,27,0
instance_0,5,3,19,7,3,6,2,2,0,58,23,58,23,0
instance_0,1,3,18,7,3,6,2,2,0,46,18,46,18,0
instance_0,6,4,23,9,5,11,5,4,0,83,33,83,33,0
instance_0,3,1,9,3,1,4,1,1,0,32,13,32,13,0
instance_0,2,1,8,3,1,2,1,1,0,21,8,21,8,0
instance_0,4,3,22,9,3,7,3,2,0,56,22,56,22,0
instance_0,3,2,11,4,1,3,1,1,0,6,2,6,2,0
instance_0,3,1,9,3,1,3,1,1,0,24,9,27,10,0
instance_0,5,3,15,6,2,5,2,1,0,37,15,37,15,0
instance_0,8,6,33,2,1,2,0,0,0,16,6,16,6,0
instance_0,6,5,9,3,1,3,1,1,0,22,9,22,9,0
instance_0,9,7,39,15,6,13,5,4,0,7,3,7,3,0
instance_0,4,2,14,5,3,6,2,2,0,48,19,48,19,0
instance_0,4,3,16,6,2,5,2,2,0,40,16,36,14,0
instance_0,8,6,32,12,5,11,3,2,0,51,20,51,20,0
instance_0,2,1,8,3,1,3,1,4,0,95,38,95,38,0
instance_0,8,2,11,4,1,3,1,1,0,27,11,27,11,0
instance_0,3,2,11,4,1,3,1,1,0,27,11,27,31,0
instance_0,5,3,17,7,3,6,2,2,0,44,17,42,17,0
instance_0,4,2,11,4,2,4,1,1,0,29,11,29,11,0
instance_0,5,3,19,7,3,6,2,0,0,4,1,4,1,0
instance_0,8,6,33,13,5,11,5,4,0,83,33,51,20,0
instance_0,1,0,3,1,0,3,1,1,0,25,10,25,10,0
instance_0,7,5,36,14,6,12,5,4,0,90,36,90,36,0
instance_0,6,4,23,9,2,5,2,2,0,41,16,41,16,0
instance_0,9,7,39,15,6,13,5,4,0,98,39,54,21,0
instance_0,9,7,36,14,6,12,2,2,0,47,19,47,19,0
instance_0,8,6,33,13,5,11,5,4,0,84,5,13,5,0
instance_0,5,3,18,7,3,6,2,2,0,46,18,46,12,0
instance_0,9,7,39,15,6,13,5,4,0,99,14,35,14,0
instance_0,1,0,0,0,0,0,0,0,0,1,0,1,11,0
instance_0,7,5,27,10,4,9,4,3,0,97,39,97,39,0
instance_0,7,5,27,15,6,13,5,4,0,96,38,96,38,0
instance_0,4,3,17,7,3,6,2,2,0,15,6,15,6,0
instance_0,3,6,34,13,5,11,5,4,0,85,34,85,34,0
instance_0,6,5,25,10,4,3,1,1,0,23,9,23,9,0
instance_0,4,3,17,6,3,8,3,3,0,63,25,63,25,0
instance_0,6,5,2,1,0,0,0,0,0,7,2,7,2,0
instance_0,2,0,4,1,0,1,0,2,0,51,20,51,20,0
instance_0,5,4,20,11,4,9,4,3,0,69,27,69,27,0
instance_0,2,1,8,3,1,2,1,4,0,84,33,84,33,0
instance_0,6,4,24,9,4,11,5,4,0,84,33,84,33,0
instance_0,3,2,10,4,6,12,5,4,0,89,35,89,35,0
instance_0,3,2,11,4,1,3,1,1,0,5,2,5,2,0
instance_0,9,7,35,14,6,12,5,4,0,95,38,95,38,0
instance_0,7,5,26,10,4,9,1,0,0,19,7,19,7,0
instance_0,2,1,6,2,1,2,0,0,0,39,15,39,15,0
instance_0,5,5,25,10,4,8,3,3,0,64,25,64,25,0
instance_0,4,3,16,6,2,5,2,2,0,10,4,10,4,0
instance_0,4,3,15,5,2,4,1,1,0,33,13,33,13,0
instance_0,4,2,14,5,2,5,2,3,0,62,25,62,25,0
instance_0,8,6,33,13,5,11,4,4,0,83,33,83,33,0
instance_0,5,3,15,6,2,5,2,1,0,39,15,39,15,0
instance_0,6,4,24,9,4,0,0,0,0,1,0,1,0,0
instance_0,8,5,27,10,4,9,4,3,0,67,27,67,27,0
instance_0,7,5,27,11,4,9,4,3,0,71,28,71,28,0
instance_0,3,4,23,9,4,8,3,2,0,57,23,57,23,0
instance_0,7,5,28,11,5,10,4,3,0,76,30,76,30,0
instance_0,8,6,31,12,5,10,4,1,0,30,12,30,12,0
instance_0,9,7,26,10,4,9,4,3,0,67,26,67,26,0
instance_0,3,0,2,1,0,0,0,0,0,6,2,6,2,0
instance_0,3,2,13,14,6,13,5,4,0,93,37,93,37,0
instance_0,3,4,21,8,3,7,3,2,0,54,21,54,21,0
instance_0,7,5,27,1,0,1,0,0,0,11,4,11,4,0
instance_0,1,0,2,1,0,2,1,0,0,18,7,18,7,0
instance_0,7,5,25,10,4,8,3,3,0,64,25,64,25,0
instance_0,9,7,38,15,6,13,5,4,0,95,38,95,37,0
instance_0,4,3,18,7,3,6,2,2,0,46,18,46,18,0
instance_0,9,7,39,15,0,0,0,0,0,0,0,0,0,0
instance_0,7,5,29,11,5,10,4,3,0,62,24,62,24,0
instance_0,1,0,4,1,0,6,2,2,0,47,19,47,19,0
instance_0,4,3,16,6,0,0,0,0,0,6,2,6,2,0
instance_0,9,7,39,0,0,0,0,0,0,1,0,1,0,0
instance_0,1,0,3,1,0,1,0,0,0,9,3,97,39,0
instance_0,7,6,30,12,5,10,4,3,0,18,7,18,7,0
instance_0,9,7,38,15,6,13,5,4,0,10,4,10,4,0
instance_0,8,6,31,12,5,11,4,1,0,33,13,33,13,0
instance_0,4,3,17,6,3,6,1,0,0,19,7,19,7,0
instance_0,1,0,1,0,0,0,0,0,0,3,1,39,15,0
instance_0,9,7,35,14,6,12,5,4,0,24,9,24,9,0
instance_0,4,6,31,12,5,10,4,3,0,78,31,78,31,0
instance_0,1,0,21,8,3,7,3,2,0,53,21,53,21,0
instance_0,6,5,25,10,4,9,3,3,0,46,18,46,18,0
instance_0,2,1,5,2,0,1,4,3,0,74,29,74,29,0
instance_0,8,6,34,13,0,1,0,0,0,12,5,12,5,0
instance_0,3,2,13,11,5,10,4,3,0,73,29,73,29,0
instance_0,8,6,5,2,0,1,0,0,0,13,5,13,5,0
instance_0,3,1,9,11,5,10,4,3,0,74,29,74,29,0
instance_0,6,4,24,9,4,8,1,1,0,30,12,30,12,0
instance_0,6,5,25,10,4,9,4,3,0,69,27,69,27,0
instance_0,9,2,11,4,1,3,1,1,0,27,11,27,11,0
instance_0,8,7,35,14,6,12,5,4,0,87,35,51,20,0
instance_0,6,4,22,8,3,7,3,2,0,55,11,28,11,0
instance_0,4,2,14,5,2,5,2,1,0,35,14,35,14,0
instance_0,3,2,33,13,5,11,4,4,0,82,33,82,33,0
instance_0,4,2,14,5,2,5,2,1,0,41,16,41,16,0
instance_0,5,5,26,10,4,9,4,3,0,67,26,67,26,0
instance_0,3,2,11,4,2,4,1,1,0,29,11,77,30,0
instance_0,9,7,38,15,6,13,5,1,0,4,1,4,1,0
instance_0,8,7,38,15,6,13,5,1,0,4,1,4,1,0
instance_0,9,6,38,15,6,13,5,1,0,4,1,4,1,0
instance_0,9,7,37,15,6,13,5,1,0,4,1,4,1,0
instance_0,9,7,39,15,6,13,5,1,0,4,1,4,1,0
instance_0,9,7,38,14,6,13,5,1,0,4,1,4,1,0
instance_0,9,7,38,15,5,13,5,1,0,4,1,4,1,0
instance_0,9,7,38,15,6,12,5,1,0,4,1,4,1,0
instance_0,9,7,38,15,6,13,4,1,0,4,1,4,1,0
instance_0,9,7,38,15,6,13,5,1,0,3,1,4,1,0
instance_0,9,7,38,15,6,13,5,1,0,5,1,4,1,0
instance_0,9,7,38,15,6,13,5,1,0,4,0,4,1,0
instance_0,9,7,38,15,6,13,5,1,0,4,2,4,1,0
instance_0,9,7,38,15,6,13,5,1,0,4,1,3,1,0
instance_0,9,7,38,15,6,13,5,1,0,4,1,5,1,0
instance_0,9,7,38,15,6,13,5,1,0,4,1,4,0,0
instance_0,9,7,38,15,6,13,5,1,0,4,1,4,2,0
instance_0,7,7,38,15,6,13,5,1,0,4,1,4,1,0
instance_0,8,6,38,15,6,13,5,1,0,4,1,4,1,0
instance_0,8,7,37,15,6,13,5,1,0,4,1,4,1,0
instance_0,8,7,39,15,6,13,5,1,0,4,1,4,1,0
instance_0,8,7,38,14,6,13,5,1,0,4,1,4,1,0
instance_0,8,7,38,15,5,13,5,1,0,4,1,4,1,0
instance_0,8,7,38,15,6,12,5,1,0,4,1,4,1,0
instance_0,8,7,38,15,6,13,4,1,0,4,1,4,1,0
instance_0,8,7,38,15,6,13,5,1,0,3,1,4,1,0
instance_0,8,7,38,15,6,13,5,1,0,5,1,4,1,0
instance_0,8,7,38,15,6,13,5,1,0,4,0,4,1,0
instance_0,8,7,38,15,6,13,5,1,0,4,2,4,1,0
instance_0,8,7,38,15,6,13,5,1,0,4,1,3,1,0
instance_0,8,7,38,15,6,13,5,1,0,4,1,5,1,0
instance_0,8,7,38,15,6,13,5,1,0,4,1,4,0,0
instance_0,8,7,38,15,6,13,5,1,0,4,1,4,2,0
instance_0,9,5,38,15,6,13,5,1,0,4,1,4,1,0
instance_0,9,6,37,15,6,13,5,1,0,4,1,4,1,0
instance_0,9,6,39,15,6,13,5,1,0,4,1,4,1,0
instance_0,9,6,38,14,6,13,5,1,0,4,1,4,1,0
instance_0,9,6,38,15,5,13,5,1,0,4,1,4,1,0
instance_0,9,6,38,15,6,12,5,1,0,4,1,4,1,0
instance_0,9,6,38,15,6,13,4,1,0,4,1,4,1,0
instance_0,9,6,38,15,6,13,5,1,0,3,1,4,1,0
instance_0,9,6,38,15,6,13,5,1,0,5,1,4,1,0
instance_0,9,6,38,15,6,13,5,1,0,4,0,4,1,0
instance_0,9,6,38,15,6,13,5,1,0,4,2,4,1,0
instance_0,9,6,38,15,6,13,5,1,0,4,1,3,1,0
instance_0,9,6,38,15,6,13,5,1,0,4,1,5,1,0
instance_0,9,6,38,15,6,13,5,1,0,4,1,4,0,0
instance_0,9,6,38,15,6,13,5,1,0,4,1,4,2,0
instance_0,9,7,36,15,6,13,5,1,0,4,1,4,1,0
instance_0,9,7,37,14,6,13,5,1,0,4,1,4,1,0
instance_0,9,7,37,15,5,13,5,1,0,4,1,4,1,0
instance_0,9,7,37,15,6,12,5,1,0,4,1,4,1,0
instance_0,9,7,37,15,6,13,4,1,0,4,1,4,1,0
instance_0,9,7,37,15,6,13,5,1,0,3,1,4,1,0
instance_0,9,7,37,15,6,13,5,1,0,5,1,4,1,0
instance_0,9,7,37,15,6,13,5,1,0,4,0,4,1,0
instance_0,9,7,37,15,6,13,5,1,0,4,2,4,1,0
instance_0,9,7,37,15,6,13,5,1,0,4,1,3,1,0
instance_0,9,7,37,15,6,13,5,1,0,4,1,5,1,0
instance_0,9,7,37,15,6,13,5,1,0,4,1,4,0,0
instance_0,9,7,37,15,6,13,5,1,0,4,1,4,2,0
instance_0,9,7,39,14,6,13,5,1,0,4,1,4,1,0
instance_0,9,7,39,15,5,13,5,1,0,4,1,4,1,0
instance_0,9,7,39,15,6,12,5,1,0,4,1,4,1,0
instance_0,9,7,39,15,6,13,4,1,0,4,1,4,1,0
instance_0,9,7,39,15,6,13,5,1,0,3,1,4,1,0
instance_0,9,7,39,15,6,13,5,1,0,5,1,4,1,0
instance_0,9,7,39,15,6,13,5,1,0,4,0,4,1,0
instance_0,9,7,39,15,6,13,5,1,0,4,2,4,1,0
instance_0,9,7,39,15,6,13,5,1,0,4,1,3,1,0
instance_0,9,7,39,15,6,13,5,1,0,4,1,5,1,0
instance_0,9,7,39,15,6,13,5,1,0,4,1,4,0,0
instance_0,9,7,39,15,6,13,5,1,0,4,1,4,2,0
instance_0,9,7,38,13,6,13,5,1,0,4,1,4,1,0
instance_0,9,7,38,14,5,13,5,1,0,4,1,4,1,0
instance_0,9,7,38,14,6,12,5,1,0,4,1,4,1,0
instance_0,9,7,38,14,6,13,4,1,0,4,1,4,1,0
instance_0,9,7,38,14,6,13,5,1,0,3,1,4,1,0
instance_0,9,7,38,14,6,13,5,1,0,5,1,4,1,0
instance_0,9,7,38,14,6,13,5,1,0,4,0,4,1,0
instance_0,9,7,38,14,6,13,5,1,0,4,2,4,1,0
instance_0,9,7,38,14,6,13,5,1,0,4,1,3,1,0
instance_0,9,7,38,14,6,13,5,1,0,4,1,5,1,0
instance_0,9,7,38,14,6,13,5,1,0,4,1,4,0,0
instance_0,9,7,38,14,6,13,5,1,0,4,1,4,2,0
instance_0,9,7,38,15,4,13,5,1,0,4,1,4,1,0
instance_0,9,7,38,15,5,12,5,1,0,4,1,4,1,0
instance_0,9,7,38,15,5,13,4,1,0,4,1,4,1,0
instance_0,9,7,38,15,5,13,5,1,0,3,1,4,1,0
instance_0,9,7,38,15,5,13,5,1,0,5,1,4,1,0
instance_0,9,7,38,15,5,13,5,1,0,4,0,4,1,0
instance_0,9,7,38,15,5,13,5,1,0,4,2,4,1,0
instance_0,9,7,38,15,5,13,5,1,0,4,1,3,1,0
