Instances,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_MLPC
instance_0,0.727272727,0,0.666666667,0,0.036363636,0,0,0.5,0.866666667,0.636363636,0.653061224,0.852459016,0.965517241,0.120689655,0.666666667,0
instance_0,0,0.5,0.666666667,0,0.763636364,0,0,0.5,0.433333333,0.818181818,0,0.950819672,0.459770115,0.224137931,0,0
instance_0,0.090909091,0.5,0.666666667,0,0.554545455,0,0,0.5,0.233333333,0.454545455,0,0.032786885,0.75862069,0.25862069,0.333333333,0
instance_0,0,0,0,0,0.309090909,0,0,0,0.3,0.090909091,0.959183673,0.459016393,0.885057471,0.655172414,0,0
instance_0,0.272727273,0.5,0.666666667,0,0.136363636,0,0,0.5,0.433333333,0.181818182,0.918367347,0.344262295,0.862068966,0.706896552,0.666666667,0
instance_0,0.363636364,0,0.666666667,0,0.118181818,0,0,0.5,0.1,0.454545455,0.020408163,0.737704918,0.75862069,0.051724138,0.666666667,0
instance_0,0.363636364,0.5,0.666666667,0,0.509090909,0,0,0,0.033333333,0.090909091,0.081632653,0.147540984,0.873563218,0.465517241,0.333333333,0
instance_0,0.090909091,0,0.333333333,0,0.618181818,0,0,0,0,0.727272727,0.183673469,0.245901639,0.172413793,0.051724138,0,0
instance_0,0.454545455,0.5,0,0,0.527272727,0,0,0,0.3,0.818181818,0,0.540983607,0.24137931,0.844827586,0,0
instance_0,0,0,0.333333333,0,0.718181818,0,0,0,0.433333333,0.727272727,0,0.639344262,0,0.017241379,0.666666667,0
instance_0,0.090909091,0.5,0,0,0.809090909,0,0,0,0.3,0.545454545,0,0.803278689,0.574712644,0.465517241,0.333333333,0
instance_0,0.272727273,0,0.666666667,0,0.209090909,0,0,0.5,0.4,0.363636364,0,0.475409836,0.022988506,0.655172414,0.666666667,0
instance_0,0.090909091,0.5,0,0,0.990909091,0,0,0.5,0.933333333,0,0.326530612,0.098360656,0.873563218,0.103448276,0,0
instance_0,0.909090909,0.5,0.666666667,0,0.645454545,0,0,0.5,0.866666667,0.272727273,0.081632653,0.06557377,0.022988506,0.724137931,0.666666667,0
instance_0,0.454545455,0,0.333333333,0,0.818181818,0,0,0,0.866666667,0.090909091,0,0,0.275862069,0.086206897,0.666666667,0
instance_0,0.272727273,0.5,0.666666667,0,0.072727273,0,0,0,0.466666667,0.363636364,0.081632653,0.737704918,0.75862069,0.431034483,0.666666667,0
instance_0,0.181818182,0,0,0,1,0,0,0.5,0.833333333,0.363636364,0.979591837,0.754098361,0.310344828,0.620689655,0.666666667,0
instance_0,0.818181818,0,0,0,1,0,0,0,0.6,0.181818182,0,0.393442623,0.75862069,0.189655172,0.333333333,0
instance_0,0.090909091,0,0.333333333,0,0.745454545,0,0,0.5,0.766666667,0.545454545,0.918367347,0.409836066,0.931034483,0.275862069,0.333333333,0
instance_0,0.090909091,0,0.333333333,0,0.718181818,0,0,0,0.6,0.363636364,0.183673469,0.032786885,0.908045977,0.379310345,0,0
instance_0,0.909090909,0,0,0,0.127272727,0,0,0,0.933333333,0.090909091,0.040816327,0.442622951,0.850574713,0.965517241,0.333333333,0
instance_0,0.181818182,0,0,0,0.581818182,0,0,0.5,0.333333333,0.454545455,0,0.672131148,0.816091954,0.206896552,0.333333333,0
instance_0,0.272727273,0.5,0.666666667,0,0.727272727,0,0,0,0.666666667,0.272727273,0,0.836065574,0.333333333,0.25862069,0,0
instance_0,0,0,0,0,0.463636364,0,0,0,0.966666667,0.636363636,0.551020408,0.393442623,0.057471264,0.603448276,0.666666667,0
instance_0,0.818181818,0,0,0,0.018181818,0,0,0,0,0.636363636,0.510204082,0.786885246,0.275862069,0.810344828,0,0
instance_0,0.090909091,0,0,0,0.454545455,0,0,0,0.666666667,0.818181818,0.102040816,0,0.344827586,0.913793103,0.666666667,0
instance_0,0.363636364,0.5,0.666666667,0,0.018181818,0,0,0,0.733333333,0.090909091,0.897959184,0.754098361,0.551724138,0.637931034,0.666666667,0
instance_0,0,0.5,0.333333333,0,0.763636364,0,0,0.5,0.766666667,0.181818182,0,0.06557377,0.574712644,0.517241379,0,0
instance_0,0.363636364,0,0.333333333,0,0.263636364,0,0,0,0.7,0.181818182,0.183673469,0.196721311,0.356321839,0.189655172,0.333333333,0
instance_0,0.545454545,0.5,0,0,0.736363636,0,0,0.5,0.833333333,0.818181818,0.632653061,0.016393443,0.333333333,0.051724138,0.333333333,0
instance_0,0.909090909,0,0.333333333,0,0.372727273,0,0,0.5,0.3,0.727272727,0.265306122,0.278688525,0.735632184,0.362068966,0.666666667,0
instance_0,0.090909091,0.5,0,0,0.981818182,0,0,0.5,0.733333333,0.090909091,0.102040816,0.098360656,0.942528736,0.862068966,0.666666667,0
instance_0,0.545454545,0,0.333333333,0,0.6,0,0,0.5,0.266666667,0.090909091,0.367346939,0.491803279,0.701149425,0.913793103,0.333333333,0
instance_0,0.090909091,0,0,0,0.245454545,0,0,0,0.833333333,0.545454545,0.020408163,0.409836066,0.586206897,0.275862069,0.666666667,0
instance_0,0.545454545,0,0,0,0.309090909,0,0,0,0.033333333,0.636363636,0,0.245901639,0.436781609,0.965517241,0,0
instance_0,0.545454545,0.5,0.333333333,0,0.836363636,0,0,0,0.466666667,0.454545455,0.346938776,0.475409836,0.08045977,0.637931034,0.333333333,0
instance_0,0.636363636,0,0.333333333,0,0.881818182,0,0,0,0.466666667,0.818181818,0.12244898,0.081967213,0.862068966,0.655172414,0.333333333,0
instance_0,0.454545455,0.5,0.666666667,0,0.890909091,0,0,0,0.2,0.363636364,0,0.245901639,0.425287356,0.293103448,0.333333333,0
instance_0,0.181818182,0.5,0,0,0.490909091,0,0,0,0.6,0.181818182,0.510204082,0.245901639,0.206896552,0.862068966,0.666666667,0
instance_0,0.363636364,0.5,0.333333333,0,0.327272727,0,0,0,0.066666667,0.181818182,0.428571429,0.131147541,0.195402299,0.448275862,0.666666667,0
instance_0,0.272727273,0.5,0,0,0.645454545,0,0,0,0.466666667,0.727272727,0.020408163,0.68852459,0.068965517,0.551724138,0.666666667,0
instance_0,0.818181818,1,1,1,0.690909091,1,1,1,0.633333333,0.818181818,0.775510204,0.62295082,0.873563218,0.655172414,1,0
instance_0,0.545454545,0.5,0,0,0.445454545,0,0,0.5,0.133333333,0.363636364,0.612244898,0.491803279,0.67816092,0.534482759,0.666666667,0
instance_0,0.272727273,0.5,0,0,0.072727273,0,0,0.5,0.133333333,0.454545455,0.020408163,0.475409836,0.413793103,0.551724138,0.666666667,0
instance_0,0.272727273,0.5,0.333333333,0,0.109090909,0,0,0.5,0.433333333,0.363636364,0.87755102,0.081967213,0.252873563,0.620689655,0.666666667,0
instance_0,0.363636364,0.5,0.333333333,0,0.009090909,0,0,0.5,0.733333333,0.636363636,0.653061224,0.016393443,1,0.620689655,0.666666667,0
instance_0,0.727272727,0.5,0,0,0.2,0,0,0.5,0.333333333,0,0.020408163,0.049180328,0.32183908,0.637931034,0.666666667,0
instance_0,0.909090909,0,0.333333333,0,0.181818182,0,0,0,0.433333333,0.272727273,0,0.049180328,0.471264368,0.086206897,0.666666667,0
instance_0,0.727272727,0.5,0,0,0.181818182,0,0,0.5,0.466666667,0.272727273,0,0.885245902,0.091954023,0.948275862,0.666666667,0
instance_0,0,0.5,0,0,0.472727273,0,0,0,0.366666667,0.818181818,0.734693878,0.901639344,0.712643678,0.706896552,0.333333333,0
instance_0,0.636363636,0.5,0.666666667,0,0.436363636,0,0,0.5,0.766666667,0.727272727,0.12244898,0.918032787,0.310344828,0.068965517,0.666666667,0
instance_0,0,0.5,0.333333333,0,0.018181818,0,0,0.5,0.666666667,0.909090909,0,0.147540984,0.045977011,0.051724138,0.666666667,0
instance_0,0.363636364,0.5,0,0,0.772727273,0,0,0,0.833333333,0.363636364,0,0.967213115,0.356321839,0.482758621,0,0
instance_0,0.272727273,0,0,0,0.363636364,0,0,0,0.766666667,0,0.857142857,0.393442623,0.402298851,0.810344828,0.666666667,0
instance_0,0.636363636,0.5,0.333333333,0,0.545454545,0,0,0.5,0.9,0.727272727,0.06122449,0.754098361,0.563218391,0.862068966,0,0
instance_0,0.909090909,0.5,0.666666667,0,0.036363636,0,0,0.5,0.066666667,0.181818182,0,0.93442623,0.67816092,0.310344828,0.666666667,0
instance_0,0.818181818,0.5,0,0,0.163636364,0,0,0.5,0.066666667,0.545454545,0.020408163,0.475409836,0.402298851,0.293103448,0.666666667,0
instance_0,0.363636364,0,0.666666667,0,0.245454545,0,0,0.5,0.166666667,0.727272727,0.551020408,0.590163934,0.528735632,0.034482759,0.333333333,0
instance_0,0.636363636,0,0.666666667,0,0.309090909,0,0,0,0.866666667,0.909090909,0,0.295081967,0.712643678,0.5,0.333333333,0
instance_0,0.727272727,0.5,0.333333333,0,0.9,0,0,0,0.733333333,0.727272727,0.163265306,0.344262295,0.712643678,0.827586207,0.666666667,0
instance_0,0.363636364,0,0.666666667,0,0,0,0,0,0.466666667,0.727272727,0.775510204,0.836065574,0.666666667,0.103448276,0.666666667,0
instance_0,0.636363636,0,0.333333333,0,0.2,0,0,0.5,0.666666667,0.090909091,0.857142857,0.540983607,0.425287356,0.362068966,0.666666667,0
instance_0,0.090909091,0,0.666666667,0,0.245454545,0,0,0.5,0.766666667,0.363636364,0,0.868852459,0.459770115,0.862068966,0,0
instance_0,0.727272727,0.5,0.333333333,0,0.627272727,0,0,0.5,0.066666667,0.636363636,0,0.049180328,0.873563218,0.586206897,0.333333333,0
instance_0,0.909090909,0,1,1,0.763636364,1,0,0,0.633333333,1,0.918367347,0.770491803,0.942528736,0.172413793,0,0
instance_0,0.454545455,0,0,0,0.227272727,0,0,0.5,0.866666667,0.454545455,0,0.37704918,0.597701149,0.620689655,0.333333333,0
instance_0,0.909090909,0,0.666666667,0,0.227272727,0,0,0,0.8,0.363636364,0,0.852459016,0.735632184,0.827586207,0,0
instance_0,0.090909091,0.5,0,0,0.309090909,0,0,0,0.766666667,0.454545455,0,0.852459016,0.390804598,0.465517241,0,0
instance_0,0.090909091,0,0.333333333,0,0.090909091,0,0,0.5,0.766666667,0.727272727,0,0.06557377,0.011494253,0.862068966,0.666666667,0
instance_0,0.363636364,0.5,0.333333333,0,0.336363636,0,0,0.5,0.466666667,0.909090909,0,0.081967213,0.908045977,0.724137931,0.666666667,0
instance_0,0.363636364,0.5,0,0,0.590909091,0,0,0,0.4,0.727272727,0.897959184,0.819672131,0.954022989,0.465517241,0.333333333,0
instance_0,0.909090909,0.5,0.666666667,0,0.918181818,0,0,0,0.466666667,0.636363636,0.244897959,0.31147541,0.873563218,0.844827586,0.666666667,0
instance_0,0.090909091,0,0.666666667,0,0.927272727,0,0,0.5,0.5,0.818181818,0,0.803278689,0.735632184,0.413793103,0,0
instance_0,0,0,0.666666667,0,0.6,0,0,0,0.766666667,0.272727273,0.959183673,0.475409836,0.229885057,0.793103448,0,0
instance_0,0.727272727,0,0.666666667,0,0.145454545,0,0,0,0.866666667,0.818181818,0.87755102,0.721311475,0.977011494,0.620689655,0,0
instance_0,0.454545455,0,0.333333333,0,0.254545455,0,0,0.5,0.3,0.090909091,0.408163265,0.508196721,0.643678161,0.034482759,0,0
instance_0,0.090909091,0.5,0,0,0.127272727,0,0,0.5,0.866666667,0.181818182,0,0.393442623,0.436781609,0.844827586,0.333333333,0
instance_0,0.818181818,0.5,0.666666667,0,0.809090909,0,0,0.5,0.7,0.181818182,0,0.852459016,0.425287356,0.155172414,0.333333333,0
instance_0,0.727272727,0,0,0,0.290909091,0,0,0,0.566666667,0.272727273,0.020408163,0.229508197,0.620689655,0.655172414,0,0
instance_0,0,0,0,0,0.109090909,0,0,0.5,0.6,0.545454545,0,0.442622951,0.620689655,0.120689655,0.333333333,0
instance_0,0.454545455,0,0,0,0.854545455,0,0,0.5,0.333333333,0.454545455,0,0.655737705,0.551724138,0.24137931,0,0
instance_0,0,0,0,0,0.990909091,0,0,0.5,0.333333333,0.090909091,0.081632653,0.983606557,0.712643678,0.396551724,0.666666667,0
instance_0,0.636363636,0.5,0.666666667,0,0.054545455,0,0,0.5,0.2,0.090909091,0.326530612,0.754098361,0.275862069,0.25862069,0.333333333,0
instance_0,0.090909091,0,0,0,0.654545455,0,0,0.5,0.1,0.363636364,0.142857143,0.114754098,0.16091954,0.379310345,0,0
instance_0,0.545454545,0,0,0,0.063636364,0,0,0,0.366666667,0.181818182,0.734693878,0.672131148,0.965517241,0.534482759,0,0
instance_0,0.545454545,0,0,0,0.563636364,0,0,0,0.9,0.727272727,0.795918367,0.409836066,0.425287356,0.551724138,0.666666667,0
instance_0,0.909090909,0,0,0,0.972727273,0,0,0,0.966666667,0.454545455,0.020408163,0.62295082,0.252873563,0.586206897,0.333333333,0
instance_0,0.818181818,0.5,0.666666667,0,0.754545455,0,0,0,0.933333333,0.818181818,0.020408163,0.836065574,0.344827586,0.396551724,0,0
instance_0,0.818181818,0.5,0.333333333,0,0.336363636,0,0,0.5,0.533333333,0.909090909,0.020408163,0.262295082,0.448275862,0.913793103,0.333333333,0
instance_0,0.727272727,0,0.333333333,0,0.281818182,0,0,0,0.433333333,0,0.816326531,0.508196721,0.333333333,0.5,0,0
instance_0,0.545454545,0,0.666666667,0,0.509090909,0,0,0.5,0.1,0.818181818,0.142857143,0.754098361,0.057471264,0.775862069,0.666666667,0
instance_0,0.454545455,0.5,0.333333333,0,0.9,0,0,0,0.7,0.454545455,0.673469388,0.590163934,0,0.793103448,0.666666667,0
instance_0,0.272727273,0,0,0,0.481818182,0,0,0.5,0.7,0.181818182,0.040816327,0.31147541,0.850574713,0.362068966,1,0
instance_0,0.727272727,0,0.333333333,0,0.754545455,0,0,0,0.1,0,0.612244898,0.196721311,0.770114943,0.327586207,0.666666667,0
instance_0,0.090909091,0.5,0.333333333,0,0.990909091,0,0,0.5,0.466666667,0.454545455,0,0.639344262,0.367816092,0.844827586,0,0
instance_0,0.181818182,0,0.333333333,0,0.745454545,0,0,0.5,0.466666667,0.727272727,0.142857143,0.032786885,0.011494253,0.568965517,0,0
instance_0,0.090909091,0,0,0,0,0,0,0,0.233333333,0.363636364,0.040816327,0.590163934,0.793103448,0.362068966,1,0
instance_0,0.454545455,0.5,0,0,0.881818182,0,0,0.5,0.366666667,0.909090909,0,0.31147541,0.206896552,0.293103448,0,0
instance_0,0.909090909,0.5,0,0,0.063636364,0,0,0.5,0.1,0.363636364,0,0.163934426,0.413793103,0.086206897,0.666666667,0
instance_0,0.363636364,0.5,0,0,0.736363636,0,0,0,0.633333333,0.454545455,0,0.114754098,0.563218391,0.379310345,0,0
instance_0,0.454545455,0,0.333333333,0,0.072727273,0,0,0,0.6,0.090909091,0.510204082,0.229508197,0.804597701,0.637931034,0.666666667,0
instance_0,0.545454545,0,0.333333333,0,0.790909091,0,0,0,0.466666667,0.545454545,0.673469388,0.163934426,0.448275862,0.155172414,0.666666667,0
instance_0,0.363636364,0.5,0,0,0.172727273,0,0,0,0.366666667,0.090909091,0.918367347,0.754098361,0.206896552,0.74137931,0.333333333,0
instance_0,0.363636364,0.5,0.666666667,0,0.263636364,0,0,0,0.933333333,0.727272727,0.244897959,0.573770492,0.459770115,0.568965517,0,0
instance_0,0.818181818,0,0.333333333,0,0.281818182,0,0,0,0.033333333,0.727272727,0.571428571,0.590163934,0.333333333,0.896551724,0.333333333,0
instance_0,0.545454545,0,0,0,0.190909091,0,0,0.5,0.733333333,0.727272727,0.06122449,0.131147541,0.425287356,0.206896552,0.666666667,0
instance_0,0.454545455,0.5,0.333333333,0,0.118181818,0,0,0.5,0.666666667,0.090909091,0,0.229508197,0.045977011,0.793103448,0.666666667,0
instance_0,0.090909091,0.5,0.333333333,0,0.609090909,0,0,0,0.633333333,0.727272727,0.775510204,0.213114754,0.275862069,0.620689655,0.333333333,0
instance_0,0.727272727,0,0.666666667,0,0.754545455,0,0,0,0.433333333,0.727272727,0,0.06557377,0.045977011,0.034482759,0.333333333,0
instance_0,0.727272727,0.5,0.666666667,0,0.627272727,0,0,0,0.866666667,0.272727273,0.571428571,0.852459016,0.103448276,0.896551724,0.666666667,0
instance_0,0.454545455,0.5,0.666666667,0,0.318181818,0,0,1,0.3,0.454545455,0.836734694,0.672131148,0.942528736,0,0,0
instance_0,0.090909091,0,0.333333333,0,0.763636364,0,0,0,0.766666667,0.454545455,0.102040816,0.147540984,0.67816092,0.724137931,0.666666667,0
instance_0,0.818181818,0.5,0,0,0.790909091,0,0,0,0.733333333,0.090909091,0.102040816,0.93442623,0.977011494,0.931034483,0.666666667,0
instance_0,0.818181818,0.5,0,0,0.427272727,0,0,0.5,0.266666667,0.181818182,0.020408163,0.868852459,0.793103448,0.879310345,0.666666667,0
instance_0,0.272727273,0,0.333333333,0,0.263636364,0,0,0.5,0.9,0.090909091,0,0.098360656,0.32183908,0.327586207,0,0
instance_0,0.454545455,0,0,0,0.481818182,0,0,0.5,0.833333333,0.727272727,0.510204082,0.360655738,0.287356322,0.25862069,0.666666667,0
instance_0,0.363636364,0,0.666666667,0,0.554545455,0,0,0.5,0.633333333,0.272727273,0.469387755,0.540983607,0.747126437,0.706896552,0.666666667,0
instance_0,0.545454545,0.5,0,0,0.554545455,0,0,0.5,0.666666667,0.454545455,0,0.721311475,0.011494253,0.948275862,0.666666667,0
instance_0,0.181818182,0,0.666666667,0,0.709090909,0,0,0,0.6,0.636363636,0,0.393442623,0.965517241,0.482758621,0.333333333,0
instance_0,0.818181818,0.5,0.333333333,0,0.481818182,0,0,0.5,0.433333333,0.090909091,0.734693878,0.852459016,0.540229885,0.724137931,0.333333333,0
instance_0,0.818181818,0,0.333333333,0,0.345454545,0,0,0,0.333333333,0.818181818,0.102040816,0.475409836,0.425287356,0.982758621,0.666666667,0
instance_0,0.181818182,0.5,0.333333333,0,0.009090909,0,0,0.5,0.466666667,0,0.673469388,0.819672131,0.413793103,0.344827586,0,0
instance_0,0.181818182,0.5,0,0,0.790909091,0,0,0,0.433333333,0.636363636,0.530612245,0.885245902,0.781609195,0.862068966,0.666666667,0
instance_0,0,0.5,0.666666667,0,0.872727273,0,0,0.5,0.766666667,0.090909091,0.204081633,0.803278689,0.367816092,0.293103448,0.666666667,0
instance_0,0.272727273,0,0.333333333,0,0.245454545,0,0,0,0.2,0.272727273,0.265306122,0.213114754,0.310344828,0.224137931,0.333333333,0
instance_0,0.272727273,0.5,0,0,0.990909091,0,0,0.5,0.333333333,0.363636364,0.06122449,0.68852459,0.229885057,0.827586207,0.333333333,0
instance_0,0,0,0.666666667,0,0.818181818,0,0,0,0.333333333,0.818181818,0.020408163,0.213114754,0.804597701,0.482758621,0,0
instance_0,0.090909091,0,0.666666667,0,0.3,0,0,0.5,0.533333333,0.727272727,0,0.901639344,0.505747126,0.017241379,0,0
instance_0,0,0.5,0.333333333,0,0.909090909,0,0,0.5,0.666666667,0.818181818,0,0.508196721,0.045977011,0.793103448,0.666666667,0
instance_0,0,0.5,0,0,0.054545455,0,0,0.5,0.066666667,0.727272727,0.244897959,0.655737705,0.816091954,0.431034483,0,0
instance_0,0.272727273,0.5,0.333333333,0,0.018181818,0,0,0.5,0.333333333,0.727272727,0,0.770491803,0.356321839,0.586206897,0.666666667,0
instance_0,0.090909091,0,0,0,0.181818182,0,0,0,0.533333333,0.727272727,0.367346939,0.901639344,0.505747126,0.206896552,0.666666667,0
instance_0,0.454545455,0.5,0,0,0.727272727,0,0,0.5,0.1,0,0,0.032786885,0.563218391,0.465517241,0.666666667,0
instance_0,0,0,0.333333333,0,0.972727273,0,0,0,0.066666667,0.090909091,0.244897959,0.06557377,0.620689655,0.172413793,0.666666667,0
instance_0,0.545454545,0.5,0,0,0.209090909,0,0,0.5,0.766666667,0.727272727,0,0.655737705,0.068965517,0.568965517,0.333333333,0
instance_0,0.727272727,0,0,0,0.309090909,0,0,0.5,0.366666667,0.363636364,0,0.442622951,0.402298851,0.310344828,0,0
instance_0,0.909090909,0.5,0.333333333,0,0.972727273,0,0,0,0.533333333,0.545454545,0,0.196721311,0.344827586,0.844827586,0,0
instance_0,0.545454545,0.5,0.333333333,0,0.363636364,0,0,0.5,0.133333333,0.272727273,0,0.918032787,0.24137931,0.24137931,0,0
instance_0,0.818181818,0.5,0,0,0.845454545,0,0,0.5,0.733333333,0,0,0.557377049,0.770114943,0.551724138,0.333333333,0
instance_0,0.272727273,0.5,0,0,0.209090909,0,0,0,0.9,0.545454545,0.530612245,0.93442623,0.252873563,0.844827586,0.666666667,0
instance_0,0.363636364,0.5,0.333333333,0,0.790909091,0,0,0,0.733333333,0.545454545,0,0.131147541,0.793103448,0.448275862,0,0
