Instances,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,feature_age,algo_MLPC
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,5,26,10,4,9,4,3,67,26,67,26,7,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,10,4,1,3,1,1,25,10,25,10,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,2,13,5,2,4,1,1,32,13,32,13,3,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,6,33,13,5,11,5,4,83,33,83,33,8,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,0,4,1,0,1,0,0,10,4,10,4,1,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,7,39,15,6,13,5,4,98,39,98,39,9,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,5,28,11,5,10,4,3,72,28,72,28,7,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,7,36,14,6,12,5,4,90,36,90,36,9,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,6,32,13,5,11,4,4,81,32,81,32,8,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,4,2,1,35,14,35,14,4,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,25,10,4,8,3,3,63,25,63,25,6,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,5,27,10,4,9,4,3,67,27,67,27,7,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,3,19,7,3,6,2,2,47,19,47,19,5,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,2,13,5,2,4,1,1,33,13,33,13,3,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,6,34,13,6,12,5,4,86,34,86,34,8,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,0,4,1,0,1,0,0,17,6,17,6,2,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,0,2,1,0,1,0,0,7,2,7,2,1,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,6,31,12,5,11,4,3,78,31,78,31,8,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,5,29,11,5,10,4,3,74,29,74,29,7,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
