Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_RF
global,4,3,12,6,5,11,5,1,91,12,91,12,1
global,5,4,19,9,2,4,2,2,39,19,39,19,1
global,5,4,3,1,0,0,0,0,6,3,6,3,1
global,6,5,23,11,2,5,2,2,6,3,6,3,1
global,1,0,3,1,0,0,0,0,7,3,7,3,1
global,1,0,1,0,6,12,0,0,3,1,3,1,1
global,4,3,14,7,1,3,1,1,28,14,28,14,1
global,2,1,5,2,0,1,0,0,10,5,10,5,1
global,4,3,13,6,1,3,1,1,27,13,27,13,1
global,2,1,4,2,0,1,0,0,9,13,26,13,1
global,6,5,23,11,2,5,3,3,58,29,58,29,1
global,3,2,9,4,1,2,1,1,19,9,19,9,1
global,7,6,38,13,5,10,3,3,55,27,55,27,1
global,4,3,15,7,1,3,1,1,30,5,10,5,1
global,2,1,6,3,0,1,0,0,12,6,12,6,1
global,3,2,8,4,1,2,1,1,17,8,17,8,1
global,2,1,5,2,0,1,3,3,54,27,54,27,1
global,6,5,23,11,2,5,2,2,47,23,47,23,1
global,8,7,1,0,6,12,0,0,3,1,3,1,1
global,2,1,6,3,6,13,0,0,12,6,12,6,1
global,2,1,4,2,0,1,0,0,9,4,9,4,1
global,7,6,26,13,3,6,3,3,52,26,52,26,1
global,1,0,1,0,0,0,0,0,3,1,3,1,1
global,1,0,0,0,0,0,0,0,0,0,0,0,1
local,1,0,1,0,5,13,5,0,86,1,86,1,1
local,1,0,0,0,6,13,0,0,94,0,5,2,1
local,8,3,2,2,0,1,0,0,5,2,5,2,1
local,1,6,3,1,0,0,2,0,6,3,94,0,1
local,1,0,0,0,6,13,5,1,94,0,94,0,1
local,1,0,13,1,6,12,1,2,39,19,39,19,1
local,1,6,3,0,0,0,2,0,6,3,94,0,1
local,1,0,13,6,1,3,1,2,39,3,39,19,1
local,9,1,0,3,1,8,4,4,67,33,67,33,1
local,1,1,3,1,0,0,2,0,6,3,94,0,1
local,2,4,19,1,0,0,2,0,6,28,6,3,1
local,1,3,13,1,6,12,1,2,39,19,39,19,1
local,1,0,2,2,0,13,3,0,94,0,70,0,1
local,1,0,0,0,6,13,5,0,94,0,66,0,1
local,1,6,3,3,0,5,0,0,6,3,94,0,1
local,1,4,19,9,2,4,2,1,94,0,20,0,1
local,1,0,8,0,6,13,5,0,94,25,94,0,1
local,1,0,13,1,6,12,1,1,39,19,39,19,1
local,1,4,13,1,6,12,1,2,39,19,39,19,1
local,9,1,0,3,1,8,4,4,67,33,67,18,1
local,1,0,10,3,0,0,2,0,6,3,6,35,1
local,1,6,3,3,0,5,0,2,6,3,94,0,1
local,1,3,13,1,6,12,1,2,39,19,39,21,1
local,1,4,3,3,0,5,0,0,6,3,94,0,1
local,8,3,0,2,0,1,0,0,5,2,5,2,1
local,1,3,2,2,0,1,2,0,6,3,94,0,1
local,8,3,1,2,0,1,0,0,5,2,5,2,1
local,3,0,0,0,6,13,5,0,94,11,94,34,1
local,1,0,0,0,3,13,5,0,94,0,94,0,1
local,1,0,0,0,6,13,5,0,58,0,94,0,1
local,1,6,0,11,0,0,2,0,6,3,94,0,1
local,1,0,0,0,6,13,5,0,69,0,94,0,1
local,9,1,0,3,1,8,4,4,67,33,69,18,1
local,1,4,0,3,1,8,4,1,39,19,39,19,1
local,2,0,0,0,3,13,5,0,94,0,94,0,1
local,1,0,0,6,0,13,2,0,94,0,94,0,1
local,1,0,1,0,5,13,5,0,86,17,62,17,1
local,9,1,0,0,6,13,5,0,67,33,67,8,1
local,3,1,0,3,1,8,5,0,94,11,94,34,1
local,1,0,38,0,6,13,5,0,94,0,92,0,1
local,1,0,0,0,6,13,4,1,94,0,94,0,1
local,1,0,0,0,1,13,5,0,14,0,66,0,1
local,2,4,21,1,0,0,2,0,6,28,6,3,1
local,1,0,0,0,6,13,5,0,94,6,66,0,1
local,1,0,32,0,6,13,4,0,94,0,94,0,1
local,9,1,0,3,6,13,5,0,94,0,66,0,1
local,2,4,19,1,0,0,2,1,6,28,6,3,1
local,3,4,0,0,6,13,5,0,94,11,94,34,1
local,8,3,2,2,0,1,0,2,5,2,5,2,1
local,1,4,13,1,6,12,1,3,39,19,39,19,1
local,7,1,0,3,1,8,5,0,94,11,94,34,1
local,1,0,0,0,3,8,5,0,94,0,94,0,1
local,1,0,1,0,6,13,4,1,94,0,94,0,1
local,2,4,19,1,0,13,2,0,6,28,6,3,1
local,1,0,1,0,5,9,5,0,86,17,62,17,1
local,1,0,0,0,6,13,5,0,94,26,94,0,1
local,8,1,0,0,4,13,5,0,67,33,67,8,1
local,7,0,1,0,5,8,4,4,67,33,69,18,1
local,1,6,0,0,6,13,5,0,94,0,94,0,1
local,1,0,0,15,3,9,5,0,94,6,94,0,1
local,2,0,0,0,6,13,5,0,94,0,94,0,1
local,9,1,0,3,5,13,5,0,69,0,94,0,1
local,2,4,19,1,0,6,2,0,6,28,6,19,1
local,1,0,32,0,6,13,4,0,94,0,94,17,1
local,2,0,0,0,3,7,5,0,94,0,56,0,1
local,1,0,0,0,6,13,5,0,94,0,95,0,1
local,1,0,13,1,6,12,1,1,39,19,39,34,1
local,1,0,0,0,3,13,5,0,95,23,94,0,1
local,1,0,13,2,6,12,1,1,39,19,39,19,1
local,1,0,1,0,5,13,0,0,86,17,62,17,1
local,1,0,1,0,6,13,4,0,94,0,94,0,1
local,1,4,19,0,3,13,5,1,94,0,94,0,1
local,3,1,0,3,1,8,5,0,50,11,94,34,1
local,1,3,0,0,5,13,5,0,94,0,94,0,1
local,9,1,0,3,1,8,4,1,58,0,94,0,1
local,1,4,19,0,3,13,5,0,94,0,94,0,1
local,2,0,0,3,1,8,4,1,58,0,94,0,1
local,8,3,2,2,0,1,0,2,5,2,5,0,1
local,1,0,0,0,6,13,5,0,64,0,94,0,1
local,1,0,32,0,6,13,5,0,94,6,66,0,1
local,3,1,0,3,1,8,5,0,84,11,94,34,1
local,1,0,0,0,3,13,5,0,95,0,94,0,1
local,1,0,0,0,3,13,5,0,94,6,66,0,1
local,1,4,0,0,6,13,5,0,94,26,94,0,1
local,1,5,0,0,6,13,5,0,94,0,94,0,1
local,3,1,0,3,1,8,5,0,50,11,94,7,1
local,7,1,0,3,1,13,5,0,50,11,94,34,1
local,1,0,0,0,1,9,5,0,14,0,66,0,1
local,8,1,0,0,3,13,5,0,67,33,67,8,1
local,1,0,1,0,6,13,4,0,94,10,94,0,1
local,1,4,13,4,6,12,1,3,83,19,30,19,1
local,6,0,1,0,6,13,4,0,94,0,94,0,1
local,1,0,0,0,5,13,5,0,94,0,94,0,1
local,1,0,34,0,3,8,5,0,94,0,94,0,1
local,7,1,0,0,1,9,5,0,14,21,66,0,1
local,1,0,13,0,6,13,4,0,94,0,94,0,1
local,1,5,13,1,6,12,1,1,45,19,39,19,1
local,1,0,0,0,6,13,5,0,94,15,95,0,1
local,1,0,0,0,6,13,5,3,64,0,94,0,1
local,1,0,0,0,1,9,5,0,94,0,64,0,1
local,2,0,0,0,3,13,2,0,94,0,94,0,1
local,9,1,0,3,6,13,5,3,94,0,66,0,1
local,1,0,0,0,3,13,4,0,95,23,94,0,1
local,7,1,0,3,1,13,5,0,50,11,94,17,1
local,1,0,0,0,3,8,5,0,59,0,94,0,1
local,1,2,1,0,6,13,4,0,94,10,94,0,1
local,1,0,0,0,6,13,5,0,44,0,94,0,1
local,9,1,0,3,6,13,4,0,94,0,66,0,1
local,2,4,21,1,0,0,2,0,6,28,6,35,1
local,3,1,0,3,1,8,5,0,78,11,94,34,1
local,1,3,32,0,2,13,5,0,94,6,66,0,1
local,1,5,3,3,0,5,0,0,6,8,94,0,1
local,2,4,7,1,0,6,2,0,6,28,6,19,1
local,1,4,1,0,6,13,4,0,94,0,94,0,1
local,9,1,0,1,6,13,5,0,94,0,66,0,1
local,1,0,32,0,6,7,4,0,94,33,94,17,1
local,9,1,0,3,4,13,5,0,94,0,66,20,1
local,2,4,21,4,0,0,2,0,6,28,6,3,1
local,1,0,32,0,6,13,5,0,94,0,94,0,1
local,1,0,0,0,6,13,5,0,95,23,94,0,1
local,1,4,13,4,6,12,3,3,83,19,16,19,1
local,1,0,13,1,6,12,1,1,39,0,39,34,1
local,7,1,0,3,1,8,1,0,94,11,94,34,1
local,1,0,0,0,6,13,5,1,64,0,94,0,1
local,1,0,0,0,6,13,4,0,94,0,94,0,1
local,1,0,0,0,5,13,5,0,94,3,94,0,1
local,1,4,13,4,6,13,5,0,83,19,16,19,1
local,2,0,0,0,3,13,0,0,94,0,94,0,1
local,1,0,0,0,3,11,5,0,94,6,66,0,1
local,1,0,0,0,6,13,5,0,94,28,94,0,1
local,1,0,0,0,6,13,4,2,94,0,94,0,1
local,7,1,0,3,1,8,1,3,94,11,94,34,1
local,1,0,34,0,3,8,5,1,94,0,94,0,1
local,1,2,1,0,6,13,4,0,94,0,94,0,1
local,1,2,34,0,3,8,5,0,94,0,94,0,1
local,1,6,0,0,6,13,5,0,94,26,94,0,1
local,1,0,0,0,3,13,5,0,94,6,66,18,1
local,7,1,0,3,1,13,5,0,50,11,94,27,1
local,1,0,1,0,5,13,1,0,86,22,62,17,1
local,1,2,1,0,6,13,4,0,94,13,94,0,1
local,1,0,5,0,6,13,5,0,94,0,94,0,1
local,2,0,0,0,1,13,0,0,94,0,94,0,1
local,1,4,13,0,3,13,5,0,57,26,94,0,1
local,1,4,0,0,3,11,5,0,94,6,66,0,1
local,8,1,0,0,5,13,3,0,67,33,67,8,1
local,7,0,0,0,3,13,2,0,94,0,94,0,1
local,1,0,0,0,3,13,5,0,94,23,94,0,1
local,1,0,0,3,3,13,5,2,94,0,94,0,1
local,1,0,0,0,4,13,5,0,94,0,94,0,1
local,1,2,3,0,6,13,4,0,94,0,94,0,1
local,1,0,0,0,6,13,5,0,94,28,12,0,1
local,1,0,32,0,6,7,4,3,94,33,94,17,1
local,1,3,32,0,6,7,4,0,94,33,94,17,1
local,9,1,0,3,6,13,4,0,94,0,94,0,1
local,1,0,4,0,1,9,5,0,94,0,64,0,1
local,1,0,0,0,5,13,5,0,94,0,53,0,1
local,1,0,0,0,1,9,5,0,14,6,66,0,1
local,1,0,0,0,5,13,5,1,94,11,94,34,1
local,2,0,0,0,3,12,5,0,94,0,94,0,1
local,2,0,0,0,1,13,0,0,32,0,94,0,1
local,1,0,0,0,5,13,5,0,14,0,62,0,1
local,8,1,0,0,6,13,3,0,67,33,67,8,1
local,2,0,0,0,4,13,5,0,94,0,94,0,1
local,1,0,0,0,6,13,5,0,94,0,98,0,1
local,1,0,0,0,6,13,5,2,94,0,94,0,1
local,1,0,0,3,3,13,5,2,94,0,20,0,1
local,2,0,0,0,1,8,5,0,94,0,4,0,1
local,1,0,4,11,1,9,5,0,94,0,64,0,1
local,1,0,0,0,3,13,1,0,60,0,94,0,1
local,9,1,0,3,6,13,4,0,94,0,66,36,1
local,3,1,0,3,1,9,5,0,78,11,94,8,1
local,1,0,0,0,3,13,5,1,39,19,76,19,1
local,1,0,0,0,3,11,5,0,94,6,66,35,1
local,9,1,0,1,6,13,5,0,94,0,48,0,1
local,1,0,30,0,6,13,5,0,94,6,85,18,1
local,1,0,0,1,1,9,5,0,14,0,66,0,1
local,1,4,0,0,3,13,5,2,94,0,94,0,1
local,1,0,30,0,6,13,5,0,94,36,85,18,1
local,1,0,0,0,5,13,5,0,94,0,47,0,1
local,2,0,0,0,5,9,5,0,94,0,94,0,1
local,2,0,0,0,5,13,5,0,94,0,94,0,1
local,2,0,0,3,1,13,0,0,94,0,94,0,1
local,1,0,25,0,5,13,5,0,94,3,94,0,1
local,7,1,0,3,1,13,4,0,50,11,94,27,1
local,1,0,0,0,5,13,5,0,94,21,94,0,1
local,7,1,0,3,1,13,1,0,50,11,94,27,1
local,1,0,0,0,3,11,5,1,94,6,66,35,1
local,1,0,23,0,1,12,5,0,94,0,64,0,1
local,1,0,0,0,3,13,1,1,39,19,76,19,1
local,1,0,15,0,1,9,5,0,94,0,64,0,1
local,1,0,6,0,3,13,5,0,94,0,94,0,1
local,2,0,0,0,5,13,0,0,94,0,94,0,1
local,1,4,0,0,3,11,5,2,49,6,66,0,1
local,1,0,0,0,5,13,5,0,35,0,94,0,1
local,1,4,0,0,3,11,2,0,94,6,21,0,1
local,7,0,0,0,3,13,2,0,94,0,94,18,1
local,2,0,0,3,3,13,5,2,82,0,94,0,1
local,1,0,0,0,4,13,5,0,73,0,43,0,1
local,1,0,0,0,4,13,5,0,94,35,94,22,1
local,1,0,4,11,1,7,5,0,97,0,94,0,1
local,1,0,0,0,3,13,1,0,60,19,94,0,1
local,9,1,0,3,1,13,5,0,94,0,66,0,1
local,1,0,0,0,3,11,5,0,94,0,94,0,1
local,4,1,0,3,1,13,5,0,50,29,94,27,1
local,1,0,36,0,3,11,5,1,39,19,76,19,1
local,1,0,15,0,1,9,5,0,94,0,94,0,1
local,1,0,0,0,6,13,5,0,94,3,94,0,1
local,1,0,0,0,5,13,5,1,94,3,94,0,1
local,1,0,0,0,3,13,5,0,94,0,66,0,1
local,1,0,0,0,5,13,5,0,94,19,94,0,1
local,1,0,0,0,3,11,2,0,94,0,94,0,1
local,1,0,1,0,5,11,1,0,94,6,21,0,1
local,1,0,4,0,5,9,5,0,14,0,62,0,1
local,1,0,36,0,4,13,5,0,39,19,76,19,1
local,1,0,0,0,4,13,5,0,94,3,94,0,1
local,1,0,0,0,5,13,1,0,94,0,47,0,1
local,1,0,0,0,5,11,5,0,94,0,94,0,1
local,7,1,0,3,1,13,5,0,50,37,94,27,1
local,1,0,23,0,1,12,5,0,94,3,94,0,1
local,1,0,36,0,3,11,5,1,94,0,64,0,1
local,1,0,0,0,2,13,1,0,60,19,94,0,1
local,1,4,0,0,6,13,5,0,94,28,94,0,1
local,1,0,30,0,6,13,5,0,94,35,94,22,1
local,1,0,0,0,4,13,5,0,94,0,66,0,1
local,1,6,0,0,5,11,5,0,94,6,66,0,1
local,2,0,0,0,6,13,5,0,94,28,12,0,1
local,1,4,0,0,3,11,2,0,94,6,39,0,1
local,1,0,1,0,5,13,5,0,94,37,94,0,1
local,1,0,30,0,1,13,5,0,94,36,85,18,1
local,1,1,0,0,3,11,2,0,94,6,21,0,1
local,8,0,0,0,4,13,1,0,94,3,94,0,1
local,1,0,0,0,6,13,5,0,94,3,77,0,1
local,1,0,36,0,3,11,5,1,39,19,76,0,1
local,1,3,0,0,3,11,5,0,94,0,94,0,1
local,1,0,0,3,3,11,2,0,35,0,23,0,1
local,7,4,0,0,6,13,5,3,64,0,94,0,1
local,7,1,0,3,5,13,4,0,50,11,94,27,1
local,1,0,0,0,5,13,1,0,35,0,94,0,1
local,1,0,0,0,5,13,5,2,94,0,94,0,1
local,1,4,0,0,3,13,5,0,94,0,94,0,1
local,1,4,0,0,3,13,4,3,94,0,94,0,1
local,2,0,0,0,5,13,0,0,94,21,94,27,1
local,1,0,0,12,0,13,5,3,94,23,94,0,1
local,1,4,0,0,3,11,2,0,94,6,21,6,1
local,1,0,0,0,4,13,5,0,49,3,94,0,1
local,1,0,0,0,4,13,5,0,94,0,47,0,1
local,1,0,16,0,1,9,5,0,94,3,94,0,1
local,1,0,0,0,3,11,5,1,64,0,94,0,1
local,1,0,0,0,3,13,2,0,94,0,94,0,1
local,1,0,36,0,1,13,5,0,39,19,76,19,1
local,1,0,0,0,5,13,3,0,35,0,94,0,1
local,2,0,0,0,5,13,5,0,67,36,94,22,1
local,1,0,0,0,4,13,5,0,94,21,85,18,1
local,1,0,9,12,0,13,5,3,94,23,94,0,1
local,1,0,0,0,5,13,1,0,94,0,94,0,1
local,1,0,0,5,3,11,5,1,64,0,94,0,1
local,8,0,0,0,4,13,2,2,94,3,94,0,1
local,1,0,0,0,5,10,1,0,35,0,94,0,1
local,8,0,0,0,4,13,1,0,39,3,94,0,1
local,1,0,0,0,4,13,5,0,83,3,94,0,1
local,1,0,17,0,6,13,5,0,94,28,12,0,1
local,1,0,0,0,5,11,5,0,94,7,94,0,1
local,1,0,3,0,4,13,5,0,94,0,47,0,1
local,1,0,4,0,4,13,5,0,14,0,62,0,1
local,2,0,0,0,5,13,5,0,94,21,94,27,1
local,1,0,0,0,5,13,5,0,94,0,66,0,1
local,1,0,0,0,5,11,5,0,94,0,94,27,1
local,2,0,0,0,5,13,5,2,67,36,94,22,1
local,1,4,0,0,3,11,2,0,27,6,21,0,1
local,1,4,0,0,3,10,5,0,45,0,94,0,1
local,1,0,1,0,4,13,5,0,39,19,76,19,1
local,1,3,0,0,3,11,5,0,94,35,94,0,1
local,1,0,0,0,4,13,5,0,51,0,47,35,1
local,1,0,0,0,3,11,5,3,64,0,94,0,1
local,7,1,0,3,5,13,2,0,50,11,94,27,1
local,3,1,10,3,1,9,4,3,78,3,94,14,1
local,1,4,0,4,2,13,5,0,94,4,94,0,1
local,1,0,36,0,3,11,5,1,94,0,94,0,1
local,1,0,0,0,6,13,5,0,94,37,66,0,1
local,1,0,35,0,5,13,5,0,94,0,94,0,1
local,1,0,0,0,5,13,1,0,14,0,47,0,1
local,1,1,0,3,4,13,5,0,51,0,47,35,1
local,1,0,16,0,1,11,5,0,94,3,94,0,1
local,1,0,36,0,4,13,5,0,88,19,76,19,1
local,1,0,17,0,6,1,5,0,94,28,12,0,1
local,1,0,0,0,4,13,1,0,94,0,47,0,1
local,1,0,0,0,5,13,5,0,70,0,47,4,1
local,1,0,36,0,6,13,5,1,64,27,21,0,1
local,1,4,0,0,4,13,5,0,94,0,47,0,1
local,1,6,0,0,5,13,3,0,94,0,66,0,1
local,1,3,0,13,3,11,5,0,94,35,94,0,1
local,1,4,0,0,3,11,5,2,49,6,66,33,1
local,1,0,0,0,3,11,5,0,64,0,94,0,1
local,1,0,0,0,6,13,5,3,94,0,94,0,1
local,7,1,0,3,5,0,2,0,50,11,94,27,1
local,1,0,0,0,5,13,1,0,83,3,94,0,1
local,3,0,0,3,1,9,5,3,78,1,94,17,1
local,1,0,36,0,3,12,5,1,94,0,64,0,1
local,1,6,0,0,3,11,5,2,49,6,66,0,1
local,1,0,0,5,3,11,5,1,64,0,56,0,1
local,1,1,0,0,6,13,5,0,94,3,77,0,1
local,1,0,0,0,6,13,5,0,94,1,94,0,1
local,1,0,0,0,5,13,5,2,67,36,94,22,1
local,1,0,17,0,6,8,5,0,94,28,12,0,1
local,1,0,0,0,1,13,1,0,94,0,94,0,1
local,1,0,9,0,3,6,2,0,94,0,94,18,1
local,1,4,0,4,2,13,5,0,52,4,94,0,1
local,1,0,0,8,0,13,5,1,94,23,94,0,1
local,1,1,0,12,0,13,5,3,95,23,94,0,1
local,1,2,0,0,5,13,1,0,94,5,0,32,1
local,1,0,0,0,4,13,5,2,94,0,47,0,1
local,1,0,0,0,0,10,5,0,64,0,94,0,1
local,1,0,0,0,5,13,5,0,70,0,85,18,1
local,1,0,36,0,3,11,5,1,78,0,94,0,1
local,1,0,0,0,3,11,2,0,94,2,94,0,1
local,2,0,0,0,4,13,5,0,49,3,94,0,1
local,1,0,0,0,6,13,5,0,96,0,94,0,1
local,1,4,27,0,3,11,5,2,49,6,66,33,1
local,1,0,0,0,4,8,5,0,49,3,94,0,1
local,1,0,0,0,5,13,5,0,49,26,94,0,1
local,1,0,12,5,3,6,2,1,64,0,41,0,1
local,1,0,0,4,2,13,5,0,94,23,94,0,1
local,1,4,0,0,5,13,3,0,94,0,66,0,1
local,1,0,30,0,1,13,5,2,94,36,85,18,1
local,1,0,0,0,3,11,2,0,94,0,26,0,1
local,1,0,4,7,4,13,5,0,94,0,47,0,1
local,1,0,0,0,5,13,5,0,70,24,47,4,1
local,1,0,36,0,3,12,4,1,94,0,64,0,1
local,8,0,0,0,4,13,1,2,39,3,94,0,1
local,1,4,0,4,2,13,5,0,94,31,94,0,1
local,1,0,26,0,1,13,5,0,94,36,85,18,1
local,3,1,10,3,1,9,4,1,78,3,94,14,1
local,1,0,25,0,6,8,5,0,14,0,47,0,1
local,1,0,17,0,6,8,5,0,94,28,12,2,1
local,1,4,0,4,2,13,5,0,94,31,95,0,1
local,1,0,0,0,5,13,1,0,94,0,47,2,1
local,1,4,0,0,4,13,5,0,94,0,66,0,1
local,1,0,26,0,1,13,5,0,39,19,76,19,1
local,8,0,0,0,4,13,1,2,32,3,94,0,1
local,1,4,0,0,5,13,1,0,94,0,66,0,1
local,8,0,0,0,4,13,1,2,39,5,94,0,1
local,1,0,16,0,1,11,5,0,94,3,33,27,1
local,1,0,36,0,4,13,5,0,39,19,93,19,1
local,1,0,0,0,3,11,2,0,94,0,47,0,1
local,1,3,0,13,3,9,5,0,94,35,94,0,1
local,1,5,0,0,5,13,1,0,94,0,47,0,1
local,1,0,0,0,1,9,4,0,82,0,69,0,1
local,1,0,30,0,1,5,5,2,50,17,94,27,1
local,1,4,0,4,2,13,5,0,94,31,94,1,1
local,1,0,0,0,3,11,5,2,94,0,47,0,1
local,1,0,13,3,3,11,5,1,94,0,64,0,1
local,1,0,0,0,0,10,1,0,94,0,47,0,1
local,1,0,0,8,3,13,5,1,94,23,94,0,1
local,1,0,25,0,6,8,5,0,94,0,94,0,1
local,1,0,0,0,0,13,5,3,95,23,94,0,1
local,1,0,16,0,1,11,5,1,64,0,94,0,1
local,1,0,0,0,6,8,5,0,14,0,47,0,1
local,1,0,5,0,1,11,5,0,94,4,94,0,1
local,1,5,0,0,4,13,5,0,49,27,94,21,1
local,1,0,16,0,1,11,5,1,94,3,94,0,1
local,1,6,20,0,3,13,5,2,49,6,66,0,1
local,1,0,16,0,1,11,5,0,94,3,94,8,1
local,1,0,0,0,5,13,5,0,70,31,85,18,1
local,1,4,0,0,0,10,5,0,64,0,94,0,1
local,1,5,0,0,3,11,5,0,64,0,94,0,1
local,1,5,0,0,4,13,5,0,49,27,47,21,1
local,1,4,26,0,1,13,5,0,94,6,21,0,1
local,1,2,8,0,6,8,5,0,14,0,47,0,1
local,1,5,0,0,6,8,5,0,14,0,47,0,1
local,3,1,10,3,1,6,4,1,78,3,94,14,1
local,1,6,30,0,1,5,5,2,50,32,94,27,1
local,1,0,0,0,0,13,5,3,95,23,70,0,1
local,1,0,17,0,6,8,5,0,94,28,12,17,1
local,1,0,0,0,0,13,5,3,34,23,94,0,1
local,1,0,0,0,5,13,5,3,94,23,94,0,1
local,1,4,0,0,2,13,1,0,94,0,47,0,1
local,1,0,0,0,5,13,1,0,94,0,42,2,1
local,1,0,13,0,3,11,5,1,94,0,64,0,1
local,1,0,0,0,4,13,3,0,94,0,47,0,1
local,1,0,0,0,0,10,1,0,94,1,47,0,1
local,1,0,0,0,4,13,1,1,94,0,47,0,1
local,1,0,16,0,1,11,5,2,94,3,94,0,1
local,1,1,0,0,6,13,5,1,94,3,77,0,1
local,1,0,0,0,3,11,2,0,60,0,73,0,1
local,1,0,0,0,5,13,1,0,33,0,47,0,1
local,1,0,0,0,5,10,1,0,94,0,47,0,1
local,1,0,0,0,3,9,4,0,82,0,69,0,1
local,1,0,36,0,5,13,5,0,88,19,76,31,1
local,1,0,16,0,1,11,5,1,44,0,94,0,1
local,1,4,0,0,5,13,1,0,94,4,94,0,1
local,1,4,0,4,2,13,5,3,52,4,94,0,1
local,1,3,0,0,4,13,5,0,88,19,76,19,1
