Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_RF
instance_0,7,6,30,12,5,10,4,3,77,30,77,30,0
instance_0,7,6,30,12,5,10,4,3,77,30,77,30,0
instance_0,7,6,30,12,5,10,4,3,77,30,77,30,0
instance_0,7,6,30,12,5,10,4,3,77,30,77,30,0
instance_0,7,6,30,12,5,10,4,3,77,30,77,30,0
instance_0,7,6,30,12,5,10,4,3,77,30,77,30,0
instance_0,7,6,30,12,5,10,4,3,77,30,77,30,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,1,0,1,0,0,0,0,0,3,1,3,1,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,3,2,11,4,2,4,1,1,29,11,29,11,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,9,7,38,15,6,13,5,4,95,38,95,38,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,8,6,34,13,6,12,5,4,86,34,86,34,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,2,1,8,3,1,2,1,1,20,8,20,8,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,4,2,14,5,2,9,4,3,66,26,66,26,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,1
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,2,1,7,2,1,2,1,0,18,7,18,7,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,6,5,25,10,4,8,3,3,63,25,63,25,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,5,4,21,8,3,7,3,2,53,21,53,21,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,4,3,15,6,2,5,2,1,37,15,37,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,5,3,19,7,3,6,2,2,49,19,49,19,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,9,7,37,15,6,13,5,4,94,37,94,37,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,6,5,26,10,4,9,3,3,65,26,65,26,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,7,5,28,11,4,9,4,3,71,28,71,28,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,6,4,23,9,4,8,3,2,59,23,59,23,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,9,7,39,15,6,13,5,4,99,39,99,39,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,2,0,4,1,0,1,0,0,11,4,11,4,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,16,6,2,5,2,2,40,16,40,16,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,4,3,15,6,2,5,2,1,39,15,39,15,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,1,0,0,0,0,0,0,0,2,0,2,0,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,8,6,31,12,5,10,4,3,78,31,78,31,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,5,3,19,7,3,6,2,2,49,19,39,15,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,3,2,10,4,1,3,1,1,26,10,26,10,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
instance_0,1,0,1,0,0,0,0,0,4,1,4,1,0
