Instances,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day_of_week,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_RF
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,10,2,3,1,90,1,1,2,28,10,44,57,78,52,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,9,2,3,1,75,1,1,2,24,9,37,48,65,44,3,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,6,1,2,1,53,1,1,1,18,6,27,36,48,33,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,10,2,3,1,92,1,1,1,20,7,31,41,55,37,2,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,2,0,0,0,13,0,0,0,7,2,10,13,16,24,1,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,8,2,2,1,73,1,1,2,23,8,36,47,64,43,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,7,1,2,1,56,1,1,1,19,7,29,37,51,34,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,8,2,2,1,69,1,1,2,22,8,34,45,61,41,2,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,17,22,29,20,1,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,0,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,0,0,0,0,-1,0,0,0,3,0,3,6,6,4,0,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,5,1,1,0,39,0,0,1,14,5,21,28,37,25,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,1
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,9,1,1,0,34,0,0,1,13,4,19,25,33,22,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,4,1,1,0,28,0,0,1,11,4,16,22,28,19,1,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,10,2,3,1,91,1,1,2,28,10,44,57,78,53,3,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,1,0,0,0,1,0,0,0,3,1,4,6,7,5,0,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,5,1,1,0,46,0,0,1,16,5,24,32,43,29,1,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,8,2,2,1,70,1,1,2,23,8,35,45,62,42,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,1
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,5,1,1,0,46,0,0,2,21,8,33,43,58,39,2,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,1
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,35,0,0,1,13,4,19,25,34,23,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
instance_0,4,1,1,0,29,0,0,1,11,4,16,22,29,20,1,0
