Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_Random_Forest_standard_unfair
instance_0,2,1,7,12,6,6,5,3,0,86,39,83,30,0
instance_0,8,3,10,0,4,0,2,0,0,5,3,8,0,0
instance_0,3,2,38,13,4,10,4,1,0,95,37,94,36,0
instance_0,8,7,32,15,5,1,1,0,0,92,37,15,5,0
instance_0,2,0,31,15,0,8,0,2,0,80,37,91,37,0
instance_0,3,6,4,3,5,0,5,1,0,4,3,1,5,0
instance_0,2,2,8,0,2,3,1,3,0,18,3,18,2,0
instance_0,3,2,11,2,0,1,2,1,0,5,3,6,1,0
instance_0,3,1,13,8,1,9,0,4,0,46,23,35,19,0
instance_0,9,5,6,0,5,4,2,3,0,9,8,10,0,0
instance_0,8,1,39,10,6,7,0,0,0,42,15,55,17,0
instance_0,2,1,0,0,5,10,4,2,0,84,30,84,34,0
instance_0,4,1,11,2,1,0,1,4,0,19,7,17,2,0
instance_0,6,0,3,5,1,3,0,4,0,86,30,86,31,0
instance_0,6,4,9,6,2,3,4,0,0,5,4,6,3,0
instance_0,8,6,33,13,5,11,5,4,0,84,6,16,6,0
instance_0,5,2,35,14,0,10,1,2,0,80,34,90,38,0
instance_0,9,2,10,6,0,2,1,0,0,5,4,4,3,0
instance_0,5,2,37,10,5,9,1,1,0,41,17,55,19,0
instance_0,8,3,6,0,4,0,0,3,0,16,8,30,11,0
instance_0,6,0,39,12,5,8,0,1,0,44,16,59,15,0
instance_0,8,4,3,1,1,2,3,2,0,4,1,1,1,0
instance_0,2,0,25,10,4,9,4,4,0,64,25,64,25,0
instance_0,7,3,4,3,4,2,0,1,0,21,6,19,11,0
instance_0,9,0,0,5,4,2,4,4,0,65,23,73,27,0
instance_0,6,6,37,7,1,8,4,0,0,43,16,57,22,0
instance_0,6,5,8,5,0,1,0,1,0,5,3,4,3,0
instance_0,2,0,4,4,0,3,2,0,0,22,8,19,7,0
instance_0,8,3,7,0,2,1,0,4,0,16,7,28,9,0
instance_0,9,6,7,1,2,4,3,2,0,6,6,9,3,0
instance_0,1,2,34,7,5,13,5,0,0,84,34,78,36,0
instance_0,8,7,35,14,6,12,5,0,0,3,1,3,1,0
instance_0,8,4,1,4,3,2,0,0,0,24,8,15,9,0
instance_0,7,1,7,12,0,6,1,4,0,87,37,83,28,0
instance_0,2,0,34,5,4,12,1,1,0,84,35,80,37,0
instance_0,4,1,0,5,1,9,5,2,0,83,33,84,36,0
instance_0,1,1,3,0,3,1,3,2,0,23,9,19,6,0
instance_0,5,4,39,10,3,9,1,1,0,41,16,57,19,0
instance_0,8,0,11,11,4,7,3,3,0,46,22,35,21,0
instance_0,9,6,32,14,4,0,2,2,0,91,37,15,6,0
instance_0,1,0,1,2,1,5,4,3,0,65,26,64,25,0
instance_0,9,3,1,8,3,4,1,1,0,22,8,14,11,0
instance_0,7,1,38,10,6,6,2,0,0,41,15,56,17,0
instance_0,8,0,23,9,6,11,5,2,0,63,24,63,19,0
instance_0,2,0,5,3,2,9,4,3,0,85,32,80,35,0
instance_0,3,0,3,2,3,9,4,3,0,84,32,82,35,0
instance_0,9,4,1,5,3,3,0,1,0,23,8,15,9,0
instance_0,9,1,8,4,3,0,1,1,0,5,3,3,3,0
instance_0,5,6,2,3,5,0,5,1,0,5,2,0,3,0
instance_0,6,7,27,10,5,10,0,1,0,84,30,48,15,0
instance_0,9,5,1,5,5,2,1,1,0,4,1,4,1,0
instance_0,7,6,0,1,4,0,4,0,0,4,4,1,5,0
instance_0,8,0,1,0,3,0,1,1,0,1,0,0,0,0
instance_0,3,1,1,2,1,12,5,0,0,84,31,85,31,0
instance_0,9,0,17,3,4,13,1,0,0,62,24,62,19,0
instance_0,9,0,20,9,5,11,3,2,0,64,24,61,16,0
instance_0,9,5,0,5,0,3,1,0,0,23,8,15,10,0
instance_0,8,1,7,14,3,5,4,3,0,85,37,80,28,0
instance_0,2,2,10,1,1,2,1,4,0,18,4,17,2,0
instance_0,4,1,11,2,1,0,1,4,0,19,6,17,3,0
instance_0,8,0,0,5,5,3,2,4,0,67,25,73,28,0
instance_0,1,0,33,15,1,10,1,1,0,80,34,90,39,0
instance_0,9,0,3,5,0,1,4,3,0,83,28,80,29,0
instance_0,5,1,13,8,1,9,0,4,0,46,23,35,19,0
instance_0,2,6,28,10,5,9,1,2,0,85,32,50,12,0
instance_0,8,0,3,5,4,7,0,3,0,86,31,86,31,0
instance_0,9,5,3,4,0,2,2,0,0,4,1,4,1,0
instance_0,9,0,2,5,0,0,3,0,0,84,28,78,29,0
instance_0,7,0,12,11,0,7,2,2,0,47,23,35,19,0
instance_0,8,5,5,0,1,4,2,3,0,9,6,10,0,0
instance_0,6,7,32,13,3,4,5,4,0,95,37,19,6,0
instance_0,6,2,32,12,3,0,1,2,0,89,38,17,6,0
instance_0,6,0,8,4,6,5,5,0,0,19,13,26,14,0
instance_0,9,1,8,4,3,0,0,0,0,5,2,3,3,0
instance_0,4,2,3,1,2,2,0,4,0,16,6,22,12,0
instance_0,4,3,26,11,4,6,4,1,0,85,29,50,14,0
instance_0,8,0,2,5,2,1,3,1,0,84,28,80,28,0
instance_0,1,0,32,5,3,11,0,2,0,85,34,79,37,0
instance_0,7,1,2,5,0,1,1,1,0,84,28,77,29,0
instance_0,7,0,4,5,3,3,1,4,0,85,29,87,32,0
instance_0,5,0,15,8,6,13,2,0,0,62,24,59,13,0
instance_0,1,0,35,6,6,13,4,1,0,84,37,79,37,0
instance_0,6,0,8,3,4,2,4,0,0,16,14,25,12,0
instance_0,9,3,3,3,5,1,0,3,0,21,6,20,12,0
instance_0,2,0,35,6,6,13,4,0,0,84,37,79,36,0
instance_0,3,3,1,3,6,1,4,2,0,25,9,21,5,0
instance_0,9,7,36,14,6,12,5,4,0,90,36,79,31,0
instance_0,8,5,1,5,3,3,0,0,0,23,8,15,11,0
instance_0,7,5,29,12,5,9,2,4,0,82,32,44,16,0
instance_0,1,2,3,4,5,5,5,2,0,81,34,83,39,0
instance_0,3,1,30,14,1,11,0,1,0,77,38,90,37,0
instance_0,4,3,17,7,3,6,2,4,0,85,34,85,34,0
instance_0,8,5,8,6,0,1,1,1,0,5,3,4,3,0
instance_0,8,3,6,1,3,1,1,4,0,16,5,25,10,0
instance_0,8,6,4,7,1,0,0,1,0,5,1,6,3,0
instance_0,5,4,39,9,3,8,2,1,0,41,17,57,19,0
instance_0,8,6,4,6,0,1,1,1,0,4,1,6,3,0
instance_0,1,0,35,6,5,12,5,1,0,84,35,80,37,0
instance_0,3,0,1,3,0,5,5,1,0,65,24,67,26,0
instance_0,3,0,39,10,6,10,1,0,0,42,16,58,15,0
instance_0,9,0,7,14,3,5,4,4,0,85,37,80,28,0
instance_0,6,1,4,9,5,2,3,0,0,77,39,82,39,0
instance_0,9,3,2,7,5,3,4,2,0,22,6,16,11,0
instance_0,1,0,5,1,4,4,0,1,0,22,8,17,6,0
instance_0,9,1,20,9,4,11,2,3,0,64,25,61,16,0
instance_0,5,1,11,2,0,0,1,4,0,19,6,18,2,0
